Date,High,Low,Open,Close,Volume,Adj Close,Company,Exchange
2017-01-02,125.8000030517578,122.6999969482422,124.0,125.1500015258789,657433.0,122.96585083007812,TWL,NSE
2017-01-03,132.89999389648438,125.5,126.1500015258789,130.80000305175778,2992973.0,128.51722717285156,TWL,NSE
2017-01-04,132.30000305175778,127.0,131.60000610351562,128.44999694824222,1281617.0,126.20824432373048,TWL,NSE
2017-01-05,129.64999389648438,124.0999984741211,129.0,126.9000015258789,1125281.0,124.685302734375,TWL,NSE
2017-01-06,129.35000610351562,125.5500030517578,127.4000015258789,127.4000015258789,841568.0,125.17656707763672,TWL,NSE
2017-01-09,129.89999389648438,127.5,128.05000305175778,128.64999389648438,839115.0,126.40474700927734,TWL,NSE
2017-01-10,132.5,127.5,129.85000610351562,127.8499984741211,1670206.0,125.61872100830078,TWL,NSE
2017-01-11,128.89999389648438,126.25,128.85000610351562,127.4499969482422,1049130.0,125.22570037841795,TWL,NSE
2017-01-12,129.69999694824222,125.1999969482422,128.05000305175778,129.05000305175778,1550193.0,126.79777526855469,TWL,NSE
2017-01-13,129.64999389648438,127.0,129.64999389648438,127.9000015258789,660427.0,125.6678466796875,TWL,NSE
2017-01-16,128.80000305175778,126.5500030517578,127.6999969482422,127.9499969482422,570298.0,125.71696472167969,TWL,NSE
2017-01-17,128.89999389648438,126.5,128.39999389648438,127.0999984741211,758128.0,124.8818130493164,TWL,NSE
2017-01-18,127.9000015258789,125.5999984741211,127.0,126.0999984741211,573387.0,123.89926147460938,TWL,NSE
2017-01-19,126.4000015258789,121.1500015258789,126.3499984741211,122.1999969482422,1487528.0,120.06732177734376,TWL,NSE
2017-01-20,126.5999984741211,117.5,122.0,122.1500015258789,3114353.0,120.01820373535156,TWL,NSE
2017-01-23,126.3000030517578,122.8000030517578,123.0999984741211,125.0999984741211,1153595.0,122.91670989990234,TWL,NSE
2017-01-24,127.3000030517578,123.5,126.0,124.0,1204284.0,121.8359146118164,TWL,NSE
2017-01-25,126.5,123.5,125.1999969482422,124.8000030517578,1174195.0,122.62195587158205,TWL,NSE
2017-01-27,125.8000030517578,122.0999984741211,125.0500030517578,122.4499969482422,1043406.0,120.3129653930664,TWL,NSE
2017-01-30,124.6999969482422,120.25,123.5,120.8499984741211,1061318.0,118.74088287353516,TWL,NSE
2017-01-31,120.3499984741211,115.3499984741211,120.0,116.1500015258789,1877700.0,114.12290954589844,TWL,NSE
2017-02-01,115.0,108.1999969482422,114.1999969482422,111.9499969482422,6876343.0,109.99620819091795,TWL,NSE
2017-02-02,112.0,106.6500015258789,112.0,109.0,2048584.0,107.09769439697266,TWL,NSE
2017-02-03,110.0,107.25,109.0500030517578,109.0999984741211,1091651.0,107.1959457397461,TWL,NSE
2017-02-06,112.3000030517578,109.8000030517578,110.8000030517578,110.25,1008892.0,108.3258819580078,TWL,NSE
2017-02-07,117.9499969482422,111.6500015258789,117.0,112.5,2131314.0,110.53661346435548,TWL,NSE
2017-02-08,113.0,109.4000015258789,113.0,110.1500015258789,535682.0,108.22762298583984,TWL,NSE
2017-02-09,110.9499969482422,106.4499969482422,110.8000030517578,107.25,601816.0,105.37823486328124,TWL,NSE
2017-02-10,108.75,106.3000030517578,107.0999984741211,107.25,550477.0,105.37823486328124,TWL,NSE
2017-02-13,108.5999984741211,104.0999984741211,108.5,105.0500030517578,596452.0,103.21662902832031,TWL,NSE
2017-02-14,105.3000030517578,102.0500030517578,105.25,102.5,520269.0,100.71114349365234,TWL,NSE
2017-02-15,102.9499969482422,99.0500030517578,102.9499969482422,99.4499969482422,765747.0,97.71436309814452,TWL,NSE
2017-02-16,101.9000015258789,97.3000030517578,99.5,101.3000030517578,714145.0,99.5320816040039,TWL,NSE
2017-02-17,106.4000015258789,101.5,102.0500030517578,104.3499984741211,749836.0,102.5288543701172,TWL,NSE
2017-02-20,106.6999969482422,104.1500015258789,105.0,105.5,405331.0,103.65878295898438,TWL,NSE
2017-02-21,106.5,105.0,105.9499969482422,105.9499969482422,296377.0,104.1009292602539,TWL,NSE
2017-02-22,107.0,103.0,106.5,103.5999984741211,373460.0,101.79193878173828,TWL,NSE
2017-02-23,105.0999984741211,102.25,104.0500030517578,103.1500015258789,368055.0,101.34979248046876,TWL,NSE
2017-02-27,104.25,101.6999969482422,103.25,102.0500030517578,248648.0,100.26898956298828,TWL,NSE
2017-02-28,102.9000015258789,101.5999984741211,102.0,102.0,233856.0,100.21986389160156,TWL,NSE
2017-03-01,104.75,102.25,102.75,102.8499984741211,345061.0,101.0550308227539,TWL,NSE
2017-03-02,108.9000015258789,103.3000030517578,104.0,105.25,1535345.0,103.41313934326172,TWL,NSE
2017-03-03,105.0500030517578,103.0,104.8000030517578,103.5,385069.0,101.69368743896484,TWL,NSE
2017-03-06,104.8000030517578,102.0999984741211,103.75,102.4499969482422,310952.0,100.6620101928711,TWL,NSE
2017-03-07,103.5,101.5500030517578,103.4499969482422,102.0999984741211,269832.0,100.318115234375,TWL,NSE
2017-03-08,103.4000015258789,101.0999984741211,102.0999984741211,101.9000015258789,383338.0,100.12161254882812,TWL,NSE
2017-03-09,102.5999984741211,101.0999984741211,102.0,101.4000015258789,210585.0,99.63033294677734,TWL,NSE
2017-03-10,102.9000015258789,100.8499984741211,102.4000015258789,101.3499984741211,234921.0,99.5811996459961,TWL,NSE
2017-03-14,104.5,102.3000030517578,104.5,103.1999969482422,364530.0,101.39891815185548,TWL,NSE
2017-03-15,110.75,102.8000030517578,103.9000015258789,108.8000030517578,1549016.0,106.90119171142578,TWL,NSE
2017-03-16,113.4499969482422,108.5500030517578,109.5999984741211,111.6999969482422,1605342.0,109.75057220458984,TWL,NSE
2017-03-17,112.0500030517578,109.0,111.6999969482422,110.1999969482422,739001.0,108.27674865722656,TWL,NSE
2017-03-20,113.5,110.5999984741211,111.3000030517578,113.0999984741211,716747.0,111.12614440917969,TWL,NSE
2017-03-21,113.9499969482422,111.5,113.9499969482422,112.1500015258789,379758.0,110.19271850585938,TWL,NSE
2017-03-22,113.6500015258789,110.5,111.4000015258789,111.5,526181.0,109.55406951904295,TWL,NSE
2017-03-23,112.8499984741211,111.5,111.5,111.9000015258789,272352.0,109.94708251953124,TWL,NSE
2017-03-24,113.4499969482422,111.0,112.1999969482422,111.3000030517578,367177.0,109.35755920410156,TWL,NSE
2017-03-27,115.5999984741211,111.0999984741211,111.9000015258789,113.3000030517578,804514.0,111.3226547241211,TWL,NSE
2017-03-28,117.5999984741211,113.1999969482422,114.0,116.1999969482422,1000334.0,114.17203521728516,TWL,NSE
2017-03-29,116.8499984741211,113.1999969482422,116.8499984741211,113.5,490540.0,111.51915740966795,TWL,NSE
2017-03-30,118.6999969482422,113.6500015258789,113.9000015258789,116.4000015258789,612126.0,114.36854553222656,TWL,NSE
2017-03-31,118.4000015258789,114.1999969482422,116.9499969482422,116.25,526238.0,114.2211685180664,TWL,NSE
2017-04-03,117.9000015258789,114.5,117.0999984741211,115.3000030517578,438818.0,113.28775024414062,TWL,NSE
2017-04-05,121.9499969482422,115.0500030517578,115.0500030517578,121.5500030517578,1862463.0,119.42867279052734,TWL,NSE
2017-04-06,124.5999984741211,120.0,122.75,120.6999969482422,2099682.0,118.593505859375,TWL,NSE
2017-04-07,121.75,118.0,118.9499969482422,118.5999984741211,464112.0,116.5301513671875,TWL,NSE
2017-04-10,122.5,118.5500030517578,119.0500030517578,121.8000030517578,644913.0,119.67430877685548,TWL,NSE
2017-04-11,123.8499984741211,122.0500030517578,122.5,122.6500015258789,716910.0,120.5094757080078,TWL,NSE
2017-04-12,123.0,118.4000015258789,123.0,119.6999969482422,712949.0,117.61095428466795,TWL,NSE
2017-04-13,122.6500015258789,118.6999969482422,122.0,119.5500030517578,598188.0,117.4635772705078,TWL,NSE
2017-04-17,119.5,117.5999984741211,118.5,118.0500030517578,252617.0,115.98975372314452,TWL,NSE
2017-04-18,119.8499984741211,115.0,118.9000015258789,116.0,447480.0,113.97553253173828,TWL,NSE
2017-04-19,116.8499984741211,114.25,115.5500030517578,115.4499969482422,343180.0,113.43512725830078,TWL,NSE
2017-04-20,119.9000015258789,115.0,116.25,117.5500030517578,572105.0,115.49847412109376,TWL,NSE
2017-04-21,118.3499984741211,115.5500030517578,118.0,115.9499969482422,302230.0,113.92639923095705,TWL,NSE
2017-04-24,118.1999969482422,116.0,117.0,117.3000030517578,513023.0,115.25284576416016,TWL,NSE
2017-04-25,125.6999969482422,117.0500030517578,117.0500030517578,124.8000030517578,2015847.0,122.62195587158205,TWL,NSE
2017-04-26,132.5,125.0999984741211,130.5,128.0,3804515.0,125.76610565185548,TWL,NSE
2017-04-27,128.69999694824222,125.1500015258789,128.69999694824222,126.3000030517578,733683.0,124.09577941894531,TWL,NSE
2017-04-28,131.10000610351562,125.1999969482422,127.0999984741211,127.6500015258789,886546.0,125.42221069335938,TWL,NSE
2017-05-02,128.94999694824222,123.5500030517578,128.39999389648438,124.0999984741211,733224.0,121.93416595458984,TWL,NSE
2017-05-03,127.5999984741211,124.25,124.4499969482422,124.8499984741211,789050.0,122.67107391357422,TWL,NSE
2017-05-04,126.1999969482422,122.4000015258789,125.9000015258789,123.0,506237.0,120.85336303710938,TWL,NSE
2017-05-05,123.6500015258789,120.0,123.6500015258789,120.4499969482422,847410.0,118.34786224365234,TWL,NSE
2017-05-08,123.9499969482422,121.6999969482422,122.6500015258789,122.0,786892.0,119.87081146240234,TWL,NSE
2017-05-09,125.6500015258789,122.0,122.5999984741211,123.8000030517578,603044.0,121.639404296875,TWL,NSE
2017-05-10,130.25,126.3000030517578,126.4000015258789,129.25,1747200.0,126.99429321289062,TWL,NSE
2017-05-11,133.19999694824222,128.10000610351562,130.10000610351562,131.5,1988376.0,129.20501708984378,TWL,NSE
2017-05-12,132.14999389648438,128.14999389648438,131.94999694824222,128.60000610351562,999749.0,126.35564422607422,TWL,NSE
2017-05-15,130.0,128.14999389648438,129.0,128.75,550503.0,126.50301361083984,TWL,NSE
2017-05-16,130.75,129.10000610351562,130.0,129.64999389648438,822462.0,127.38729858398438,TWL,NSE
2017-05-17,130.0,126.75,129.94999694824222,127.3000030517578,566230.0,125.0783233642578,TWL,NSE
2017-05-18,126.5,124.5,125.25,124.9000015258789,512431.0,122.72020721435548,TWL,NSE
2017-05-19,126.9499969482422,122.4499969482422,126.0,122.8000030517578,653297.0,120.65685272216795,TWL,NSE
2017-05-22,129.80000305175778,121.8000030517578,129.0,122.5,1439018.0,120.36209106445312,TWL,NSE
2017-05-23,123.0,116.6500015258789,123.0,117.1999969482422,1270329.0,115.15457916259766,TWL,NSE
2017-05-24,117.5999984741211,111.4499969482422,117.3000030517578,112.0500030517578,865432.0,110.09447479248048,TWL,NSE
2017-05-25,114.4000015258789,112.5,112.6500015258789,113.5500030517578,732553.0,111.56829071044922,TWL,NSE
2017-05-26,116.1999969482422,113.3000030517578,113.8499984741211,114.8000030517578,830003.0,112.79647827148438,TWL,NSE
2017-05-29,115.4499969482422,111.75,115.0,112.0500030517578,595184.0,110.09447479248048,TWL,NSE
2017-05-30,111.8000030517578,109.3499984741211,111.3499984741211,109.8499984741211,574401.0,107.932861328125,TWL,NSE
2017-05-31,112.75,110.1999969482422,111.25,110.6999969482422,561064.0,108.76802825927734,TWL,NSE
2017-06-01,118.0,112.4000015258789,112.4499969482422,113.6999969482422,1548711.0,111.71566772460938,TWL,NSE
2017-06-02,115.3000030517578,113.6500015258789,115.0,114.0,349966.0,112.01043701171876,TWL,NSE
