Date,High,Low,Open,Close,Volume,Adj Close,Company,Exchange
2017-01-02,488.70001220703125,469.0499877929688,472.0,487.0499877929688,4024156.0,487.0499877929688,TATAMOTORS,NSE
2017-01-03,492.70001220703125,479.8999938964844,491.0,481.1000061035156,5814518.0,481.1000061035156,TATAMOTORS,NSE
2017-01-04,493.70001220703125,484.1000061035156,484.6499938964844,486.6499938964844,4769872.0,486.6499938964844,TATAMOTORS,NSE
2017-01-05,503.3999938964844,495.5499877929688,496.0,502.1499938964844,7961242.0,502.1499938964844,TATAMOTORS,NSE
2017-01-06,507.95001220703125,496.25,502.95001220703125,497.75,4907475.0,497.75,TATAMOTORS,NSE
2017-01-09,504.6000061035156,492.1499938964844,499.3999938964844,500.1499938964844,3932710.0,500.1499938964844,TATAMOTORS,NSE
2017-01-10,518.0,505.95001220703125,506.5499877929688,516.25,7973024.0,516.25,TATAMOTORS,NSE
2017-01-11,523.9500122070311,517.1500244140625,520.25,519.25,4886398.0,519.25,TATAMOTORS,NSE
2017-01-12,524.0,513.2000122070311,521.7000122070311,518.25,4219627.0,518.25,TATAMOTORS,NSE
2017-01-13,523.25,507.5,523.25,514.8499755859375,6367248.0,514.8499755859375,TATAMOTORS,NSE
2017-01-16,529.4500122070311,517.0,518.6500244140625,526.4000244140625,6084582.0,526.4000244140625,TATAMOTORS,NSE
2017-01-17,530.7999877929689,521.0,528.0999755859375,523.7000122070311,4297426.0,523.7000122070311,TATAMOTORS,NSE
2017-01-18,529.5999755859375,521.2000122070311,523.0499877929689,522.4500122070311,5874608.0,522.4500122070311,TATAMOTORS,NSE
2017-01-19,535.5999755859375,522.7000122070311,523.0,531.4500122070311,5810128.0,531.4500122070311,TATAMOTORS,NSE
2017-01-20,529.2999877929689,521.25,527.4000244140625,523.2000122070311,5013928.0,523.2000122070311,TATAMOTORS,NSE
2017-01-23,534.9500122070311,523.0,523.2000122070311,532.7000122070311,4209879.0,532.7000122070311,TATAMOTORS,NSE
2017-01-24,543.0,532.3499755859375,533.0,541.5499877929689,5183630.0,541.5499877929689,TATAMOTORS,NSE
2017-01-25,551.9000244140625,541.5499877929689,543.25,548.9000244140625,4504941.0,548.9000244140625,TATAMOTORS,NSE
2017-01-27,552.0,539.75,549.0,541.9500122070311,4493803.0,541.9500122070311,TATAMOTORS,NSE
2017-01-30,543.5,530.7999877929689,542.0,532.2999877929689,4163428.0,532.2999877929689,TATAMOTORS,NSE
2017-01-31,531.5,518.0,530.2000122070311,523.5499877929689,6035022.0,523.5499877929689,TATAMOTORS,NSE
2017-02-01,544.5,522.9000244140625,527.5,542.25,4786720.0,542.25,TATAMOTORS,NSE
2017-02-02,537.5999755859375,526.7999877929689,537.5999755859375,531.5,6579801.0,531.5,TATAMOTORS,NSE
2017-02-03,531.9000244140625,519.5,531.9000244140625,522.5999755859375,5298261.0,522.5999755859375,TATAMOTORS,NSE
2017-02-06,531.4500122070311,523.2000122070311,527.9000244140625,525.8499755859375,3642527.0,525.8499755859375,TATAMOTORS,NSE
2017-02-07,524.7999877929689,502.0,524.7999877929689,506.7999877929688,7987282.0,506.7999877929688,TATAMOTORS,NSE
2017-02-08,514.9500122070311,506.2999877929688,512.3499755859375,513.0499877929689,5975054.0,513.0499877929689,TATAMOTORS,NSE
2017-02-09,518.0,505.75,515.4000244140625,512.8499755859375,4099871.0,512.8499755859375,TATAMOTORS,NSE
2017-02-10,514.7999877929689,506.5,513.0,509.5499877929688,4732032.0,509.5499877929688,TATAMOTORS,NSE
2017-02-13,512.7000122070311,503.2999877929688,512.7000122070311,505.2999877929688,4700518.0,505.2999877929688,TATAMOTORS,NSE
2017-02-14,506.70001220703125,466.5499877929688,503.0,482.0499877929688,14901414.0,482.0499877929688,TATAMOTORS,NSE
2017-02-15,453.0,434.3500061035156,449.0499877929688,436.45001220703125,38638630.0,436.45001220703125,TATAMOTORS,NSE
2017-02-16,447.6000061035156,435.3999938964844,442.5499877929688,446.0,11622714.0,446.0,TATAMOTORS,NSE
2017-02-17,456.6000061035156,442.3999938964844,447.8999938964844,452.95001220703125,10063504.0,452.95001220703125,TATAMOTORS,NSE
2017-02-20,458.45001220703125,449.0,451.5,455.45001220703125,5866707.0,455.45001220703125,TATAMOTORS,NSE
2017-02-21,462.7999877929688,454.5,456.8999938964844,458.6499938964844,6875914.0,458.6499938964844,TATAMOTORS,NSE
2017-02-22,466.70001220703125,455.7999877929688,460.25,460.0499877929688,7315280.0,460.0499877929688,TATAMOTORS,NSE
2017-02-23,464.70001220703125,457.25,464.0,462.3500061035156,9492419.0,462.3500061035156,TATAMOTORS,NSE
2017-02-27,464.0,455.1000061035156,464.0,457.7999877929688,5510484.0,457.7999877929688,TATAMOTORS,NSE
2017-02-28,460.0,454.1000061035156,460.0,456.75,5722402.0,456.75,TATAMOTORS,NSE
2017-03-01,455.8999938964844,448.0,455.8999938964844,449.45001220703125,8367579.0,449.45001220703125,TATAMOTORS,NSE
2017-03-02,467.8999938964844,453.20001220703125,457.8500061035156,461.70001220703125,13667695.0,461.70001220703125,TATAMOTORS,NSE
2017-03-03,466.8500061035156,458.6000061035156,463.2999877929688,459.95001220703125,7085620.0,459.95001220703125,TATAMOTORS,NSE
2017-03-06,472.70001220703125,462.1000061035156,462.5,470.7999877929688,4036291.0,470.7999877929688,TATAMOTORS,NSE
2017-03-07,475.8999938964844,466.0499877929688,469.5,467.5499877929688,7114541.0,467.5499877929688,TATAMOTORS,NSE
2017-03-08,469.6000061035156,461.1499938964844,469.3999938964844,462.7999877929688,5351597.0,462.7999877929688,TATAMOTORS,NSE
2017-03-09,469.70001220703125,462.0,462.45001220703125,467.6000061035156,3837624.0,467.6000061035156,TATAMOTORS,NSE
2017-03-10,471.8500061035156,465.1000061035156,471.0,469.1000061035156,5766815.0,469.1000061035156,TATAMOTORS,NSE
2017-03-14,483.0,468.45001220703125,481.0,469.75,6348198.0,469.75,TATAMOTORS,NSE
2017-03-15,476.5499877929688,470.6499938964844,475.0,473.45001220703125,4801312.0,473.45001220703125,TATAMOTORS,NSE
2017-03-16,482.0,476.1499938964844,478.70001220703125,480.95001220703125,6272947.0,480.95001220703125,TATAMOTORS,NSE
