Date,High,Low,Open,Close,Volume,Adj Close,Company,Exchange
2017-01-02,324.0,293.5,298.95001220703125,320.75,2996742.0,317.1042175292969,ESCORTS,NSE
2017-01-03,329.25,318.75,321.5,326.6499938964844,1859220.0,322.9371643066406,ESCORTS,NSE
2017-01-04,329.6000061035156,320.04998779296875,326.70001220703125,321.29998779296875,696439.0,317.6479797363281,ESCORTS,NSE
2017-01-05,333.0,322.70001220703125,322.70001220703125,329.54998779296875,1123767.0,325.80419921875,ESCORTS,NSE
2017-01-06,335.0,320.0,331.1499938964844,328.25,862494.0,324.51898193359375,ESCORTS,NSE
2017-01-09,329.8999938964844,322.25,329.0,324.0,441094.0,320.3172912597656,ESCORTS,NSE
2017-01-10,339.1000061035156,323.1000061035156,325.70001220703125,337.1000061035156,1560848.0,333.2684326171875,ESCORTS,NSE
2017-01-11,367.5,340.79998779296875,341.1000061035156,359.79998779296875,3587195.0,355.7103576660156,ESCORTS,NSE
2017-01-12,362.6000061035156,350.6000061035156,360.7999877929688,356.6499938964844,951588.0,352.59619140625,ESCORTS,NSE
2017-01-13,366.2999877929688,352.0,357.25,358.79998779296875,1037527.0,354.72174072265625,ESCORTS,NSE
2017-01-16,365.0,354.25,356.29998779296875,360.70001220703125,722460.0,356.60015869140625,ESCORTS,NSE
2017-01-17,371.7999877929688,361.5499877929688,364.0,366.8500061035156,1314218.0,362.6802368164063,ESCORTS,NSE
2017-01-18,373.6499938964844,363.25,368.0,367.3999938964844,1092129.0,363.2239990234375,ESCORTS,NSE
2017-01-19,367.0,360.1000061035156,367.0,361.5499877929688,440153.0,357.4404602050781,ESCORTS,NSE
2017-01-20,360.70001220703125,345.0,360.70001220703125,346.6499938964844,589563.0,342.7098388671875,ESCORTS,NSE
2017-01-23,365.95001220703125,343.29998779296875,348.6499938964844,359.0,946360.0,354.9194641113281,ESCORTS,NSE
2017-01-24,367.8999938964844,360.1000061035156,363.1499938964844,363.8500061035156,1242443.0,359.71435546875,ESCORTS,NSE
2017-01-25,368.45001220703125,362.45001220703125,366.25,364.1499938964844,640139.0,360.01092529296875,ESCORTS,NSE
2017-01-27,374.70001220703125,362.0,365.1000061035156,371.2999877929688,1318307.0,367.0796508789063,ESCORTS,NSE
2017-01-30,375.8999938964844,367.0,372.20001220703125,369.3500061035156,674434.0,365.15185546875,ESCORTS,NSE
2017-01-31,372.0,362.5499877929688,371.0,363.6000061035156,446267.0,359.4671630859375,ESCORTS,NSE
2017-02-01,383.2999877929688,361.20001220703125,365.0,379.7999877929688,1970564.0,375.4830017089844,ESCORTS,NSE
2017-02-02,379.8999938964844,371.6000061035156,379.70001220703125,375.0499877929688,592607.0,370.7870178222656,ESCORTS,NSE
2017-02-03,386.0,372.5499877929688,372.5499877929688,380.25,1321966.0,375.9279174804688,ESCORTS,NSE
2017-02-06,388.0,380.8500061035156,384.6000061035156,383.1499938964844,780934.0,378.794921875,ESCORTS,NSE
2017-02-07,397.25,381.0,383.3999938964844,394.2999877929688,1822249.0,389.8182373046875,ESCORTS,NSE
2017-02-08,396.95001220703125,385.6000061035156,395.7999877929688,389.75,792070.0,385.3199768066406,ESCORTS,NSE
2017-02-09,404.25,385.1000061035156,392.7999877929688,393.1499938964844,3988702.0,388.6813049316406,ESCORTS,NSE
2017-02-10,397.0,387.45001220703125,394.7999877929688,390.2999877929688,852371.0,385.8636779785156,ESCORTS,NSE
2017-02-13,392.0,375.0499877929688,392.0,381.75,631353.0,377.410888671875,ESCORTS,NSE
2017-02-14,388.8999938964844,382.1000061035156,384.1499938964844,384.6000061035156,578831.0,380.228515625,ESCORTS,NSE
2017-02-15,415.3999938964844,380.1000061035156,384.75,407.6000061035156,5729740.0,402.9670715332031,ESCORTS,NSE
2017-02-16,411.70001220703125,402.3999938964844,403.8500061035156,409.8500061035156,2401487.0,405.1914978027344,ESCORTS,NSE
