Date,BEML_Close,ESCORTS_Close,Spread,zscore,Orders
2018-08-06,909.0999755859376,880.0499877929688,29.049987792968864,1.8212355710936676,SHORT
2018-08-07,868.5999755859375,873.7000122070312,-5.10003662109375,0.6726979879461399,FLAT
2018-08-08,825.1500244140625,876.5,-51.3499755859375,-0.8827853251939861,GET_OUT_OF_POSITION
2018-08-09,810.1500244140625,878.75,-68.5999755859375,-1.4629393265227926,FLAT
2018-08-10,807.75,865.25,-57.5,-1.0896236598077953,FLAT
2018-08-13,787.8499755859375,856.2999877929688,-68.45001220703125,-1.4578957407648072,FLAT
2018-08-14,793.9500122070312,875.7999877929688,-81.8499755859375,-1.908564863775354,LONG
2018-08-16,796.0999755859375,869.5,-73.4000244140625,-1.6243751256074517,LONG
2018-08-17,807.4500122070312,869.2999877929688,-61.8499755859375,-1.2359225433941292,FLAT
2018-08-20,814.0,891.2000122070312,-77.20001220703125,-1.7521767559315928,LONG
2018-08-21,829.5999755859375,899.5499877929688,-69.95001220703125,-1.5083439147933992,LONG
2018-08-23,824.25,886.5499877929688,-62.29998779296875,-1.251057406150998,FLAT
2018-08-24,813.25,891.6500244140625,-78.4000244140625,-1.7925357057027578,LONG
2018-08-27,831.7000122070312,888.5999755859375,-56.89996337890625,-1.0694431585514848,FLAT
2018-08-28,819.5,895.3499755859375,-75.8499755859375,-1.7067721676609866,LONG
2018-08-29,822.4500122070312,894.7999877929688,-72.3499755859375,-1.5890597615942723,LONG
2018-08-30,818.9500122070312,879.1500244140625,-60.20001220703125,-1.1804307836075518,FLAT
2018-08-31,840.4000244140625,869.75,-29.3499755859375,-0.1428787727746389,FLAT
2018-09-03,841.1500244140625,831.9500122070312,9.20001220703125,1.1536388892118803,GET_OUT_OF_POSITION
2018-09-04,794.7000122070312,805.1500244140625,-10.45001220703125,0.4927669883407447,FLAT
2018-09-05,767.75,792.75,-25.0,0.0034201108116949878,FLAT
2018-09-06,772.5499877929688,788.5,-15.95001220703125,0.30779035023590795,FLAT
2018-09-07,776.25,797.2999877929688,-21.04998779296875,0.13626737963527813,FLAT
2018-09-10,764.4500122070312,773.0,-8.54998779296875,0.5566688298735436,FLAT
2018-09-11,754.2999877929688,768.25,-13.95001220703125,0.3750545822740304,FLAT
2018-09-12,749.6500244140625,771.7000122070312,-22.04998779296875,0.10263526361621687,FLAT
2018-09-14,763.2999877929688,780.5499877929688,-17.25,0.2640690099594196,FLAT
2018-09-17,770.8499755859375,776.3499755859375,-5.5,0.6592463731833891,FLAT
2018-09-18,747.3499755859375,760.7000122070312,-13.35003662109375,0.3952330307888847,FLAT
2018-09-19,737.9000244140625,725.4500122070312,12.45001220703125,1.2629432662738294,FLAT
2018-09-21,713.2999877929688,685.5999755859375,27.70001220703125,1.775833035564513,SHORT
2018-09-24,677.2999877929688,653.75,23.54998779296875,1.6362589329888266,SHORT
2018-09-25,646.4500122070312,661.4500122070312,-15.0,0.3397412710023073,FLAT
2018-09-26,661.2000122070312,662.5499877929688,-1.3499755859375,0.7988204757590758,FLAT
2018-09-27,626.2000122070312,645.7000122070312,-19.5,0.1883967489165318,FLAT
2018-09-28,609.5,611.7999877929688,-2.29998779296875,0.7668695549926763,FLAT
2018-10-01,585.3499755859375,622.2999877929688,-36.95001220703125,-0.398484086164378,GET_OUT_OF_POSITION
2018-10-03,609.75,621.0,-11.25,0.4658617060737871,FLAT
2018-10-04,615.4000244140625,617.9000244140625,-2.5,0.7601427212405728,FLAT
2018-10-05,575.9000244140625,584.5499877929688,-8.64996337890625,0.55330643936822,FLAT
2018-10-08,560.6500244140625,556.2999877929689,4.350036621093636,0.9905239476160124,FLAT
2018-10-09,545.4500122070311,567.7999877929688,-22.349975585937614,0.09254603935878594,FLAT
2018-10-10,584.3499755859375,589.1500244140625,-4.800048828125,0.682787212203567,FLAT
2018-10-11,585.3499755859375,566.5,18.8499755859375,1.4781875771509476,FLAT
2018-10-12,594.7999877929688,601.2999877929688,-6.5,0.6256142571643278,FLAT
2018-10-15,623.25,598.2999877929688,24.95001220703125,1.683344716512095,SHORT
2018-10-16,629.4000244140625,638.9000244140625,-9.5,0.5247179091071441,FLAT
2018-10-17,588.5499877929688,617.9500122070312,-29.4000244140625,-0.14456202076875696,GET_OUT_OF_POSITION
2018-10-19,583.2999877929688,604.3499755859375,-21.04998779296875,0.13626737963527813,FLAT
2018-10-22,564.7999877929688,573.3499755859375,-8.54998779296875,0.5566688298735436,FLAT
2018-10-23,558.2000122070311,572.7999877929688,-14.599975585937614,0.3531949385065105,FLAT
2018-10-24,566.2999877929688,594.2000122070312,-27.9000244140625,-0.0941138467401651,FLAT
2018-10-25,543.25,569.9500122070312,-26.70001220703125,-0.05375489696900036,FLAT
2018-10-26,528.6500244140625,569.7000122070312,-41.04998779296875,-0.5363749407459466,FLAT
2018-10-29,561.1500244140625,591.4500122070312,-30.29998779296875,-0.17482969354103833,FLAT
2018-10-30,585.6500244140625,603.9500122070312,-18.29998779296875,0.2287556986876965,FLAT
2018-10-31,587.25,627.0,-39.75,-0.4926536004694583,FLAT
2018-11-01,632.4000244140625,674.4500122070312,-42.04998779296875,-0.5700070567650078,FLAT
2018-11-02,688.9000244140625,676.0,12.9000244140625,1.2780781290306982,FLAT
