Date,Actual_Close,Linear_regression_Close,ARIMA_Close,LSTM_Close
2018-08-06,909.0999755859376,762.413834377192,793.382359590861,
2018-08-07,868.5999755859375,755.7948350440712,786.8179991972528,
2018-08-08,825.1500244140625,749.1758357104843,801.0456599432001,
2018-08-09,810.1500244140625,742.5568363778293,793.9497667002772,
2018-08-10,807.75,747.6874684160574,784.8708882382447,
2018-08-13,787.8499755859375,741.0684690829365,780.7067591836858,
2018-08-14,793.9500122070312,734.4494697498156,766.8090461092552,
2018-08-16,796.0999755859375,721.2114710831082,774.1022873451262,
2018-08-17,807.4500122070312,726.3421031222679,767.9330751451471,
2018-08-20,814.0,719.723103789147,782.3853018196277,
2018-08-21,829.5999755859375,713.1041044560261,794.303382071539,745.8665
2018-08-23,824.25,699.8661057893187,803.4701879050833,741.9959
2018-08-24,813.25,704.9967378284782,805.415475207053,738.636
2018-08-27,831.7000122070312,698.3777384953572,807.9149176316084,732.58344
2018-08-28,819.5,691.7587391622365,817.699129296155,723.5837
2018-08-29,822.4500122070312,685.1397398291156,814.1671541271496,714.2676
2018-08-30,818.9500122070312,678.520740495529,807.1199039568017,703.7547
2018-08-31,840.4000244140625,749.9139192430303,793.7821013596038,691.8712
2018-09-03,841.1500244140625,656.2559266197495,769.1442566335277,677.4036
2018-09-04,794.7000122070312,649.6369272870943,767.2308539805317,662.732
2018-09-05,767.75,643.0179279535078,762.9982851707443,650.53973
2018-09-06,772.5499877929688,648.1485599926673,765.9527887668638,638.5083
2018-09-07,776.25,641.5295606595464,773.4971614673068,627.4618
2018-09-10,764.4500122070312,634.9105613259599,769.1105136484929,617.89703
2018-09-11,754.2999877929688,628.2915619933046,773.9389766392578,611.19275
2018-09-12,749.6500244140625,621.6725626597181,776.1759128922807,604.435
2018-09-14,763.2999877929688,626.8031946988776,789.0121378909719,601.0736
2018-09-17,770.8499755859375,620.1841953652911,784.0989169745658,600.60065
2018-09-18,747.3499755859375,613.5651960321702,775.1714735208176,603.1301
2018-09-19,737.9000244140625,600.3271973659282,775.5468368043272,603.61334
2018-09-21,713.2999877929688,605.4578294046223,757.6791599274957,603.2069
2018-09-24,677.2999877929688,598.8388300715014,759.3964917485351,604.1268
2018-09-25,646.4500122070312,592.2198307383808,755.0580335611928,604.6871
2018-09-26,661.2000122070312,585.600831404794,767.2013962950716,605.4257
2018-09-27,626.2000122070312,578.9818320721388,773.0589088622978,602.3585
2018-09-28,609.5,584.1124641108328,755.5727405100521,597.9622
2018-10-01,585.3499755859375,577.4934647777117,757.5318693818061,593.3896
2018-10-03,609.75,610.577434477862,756.5224113546676,588.5264
2018-10-04,615.4000244140625,630.4278227910403,769.2805536463178,584.7514
2018-10-05,575.9000244140625,599.0742344274186,763.8207600841816,586.2565
2018-10-08,560.6500244140625,604.2048664656468,755.205876239428,591.9602
2018-10-09,545.4500122070311,597.5858671329917,751.1867198857498,602.1743
2018-10-10,584.3499755859375,590.966867799405,733.4768535856713,615.09454
2018-10-11,585.3499755859375,577.7288691331632,736.5704056369071,628.7127
2018-10-12,594.7999877929688,582.8595011718571,731.5667397625567,644.7846
2018-10-15,623.25,576.2405018387362,742.7704033035582,661.56866
2018-10-16,629.4000244140625,569.6215025056154,751.230215966102,675.66223
2018-10-17,588.5499877929688,563.0025031724945,746.3042326964667,686.8928
2018-10-19,583.2999877929688,556.3835038389078,748.8217644163188,697.4147
2018-10-22,564.7999877929688,561.5141358780675,749.7647859473311,703.3378
2018-10-23,558.2000122070311,554.8951365449466,761.4238963262743,705.57806
2018-10-24,566.2999877929688,548.2761372118257,756.7938371004765,707.7937
2018-10-25,543.25,541.6571378787048,748.7049726850603,710.3233
2018-10-26,528.6500244140625,540.1687705842778,742.0571673923515,713.44214
2018-10-29,561.1500244140625,533.5497712506913,721.7203045773422,716.34265
2018-10-30,585.6500244140625,526.9307719180359,722.6673737476027,720.1569
2018-10-31,587.25,520.3117725844495,718.0833064292556,724.51917
2018-11-01,632.4000244140625,553.3957422845997,726.380481213893,729.7742
2018-11-02,688.9000244140625,504.6659580422565,733.9861280290562,733.2477
