Date,Hero_Close,Bajaj_Close,Spread,zscore,Spread_20_Day_SMA,zscore_Spread_20_day_SMA,Orders
2018-10-10,2920.10009765625,2581.800048828125,338.300048828125,0.39776635273655025,298.05748291015624,0.7020106934751172,FLAT
2018-10-11,2871.0,2525.800048828125,345.199951171875,0.4744150757630889,294.8324829101563,0.8067421273971381,FLAT
2018-10-12,2893.949951171875,2623.050048828125,270.89990234375,-0.35095948459483295,290.85247802734375,-0.3210347985030231,FLAT
2018-10-15,2881.25,2620.449951171875,260.800048828125,-0.4631554021832866,289.10247802734375,-0.4743372785086872,FLAT
2018-10-16,2895.199951171875,2610.5,284.699951171875,-0.1976593264646547,287.87998046875,-0.11156822492570281,FLAT
2018-10-17,2807.550048828125,2547.800048828125,259.75,-0.47482004579439485,287.50498046875,-0.4902756373402848,FLAT
2018-10-19,2712.75,2510.25,202.5,-1.1107912776545323,280.7474853515625,-1.3592552682573533,FLAT
2018-10-22,2731.800048828125,2556.89990234375,174.900146484375,-1.417388881837788,271.3,-1.7781847096787151,LONG
2018-10-23,2724.25,2586.5,137.75,-1.8300775180552993,259.3875,-2.342075025495435,LONG
2018-10-24,2701.64990234375,2475.14990234375,226.5,-0.8441832503245185,253.1675048828125,-0.9949668640301106,FLAT
2018-10-25,2695.10009765625,2477.550048828125,217.550048828125,-0.9436052847675827,247.85,-1.1308153402931973,FLAT
2018-10-26,2705.35009765625,2513.75,191.60009765625,-1.23187467190274,241.0925048828125,-1.5247014362172477,LONG
2018-10-29,2749.85009765625,2549.10009765625,200.75,-1.1302314463140126,235.90250244140626,-1.385817964398923,FLAT
2018-10-30,2773.89990234375,2556.25,217.64990234375,-0.9424960452333014,234.4949951171875,-1.1292996953822179,FLAT
2018-10-31,2762.35009765625,2593.699951171875,168.650146484375,-1.4868180556216457,230.78250732421876,-1.873051481612893,LONG
2018-11-01,2792.25,2598.85009765625,193.39990234375,-1.2118812395146696,231.34749755859374,-1.4973827704868274,FLAT
2018-11-02,2896.60009765625,2657.75,238.85009765625,-0.706990118096775,237.96500244140626,-0.8075086403948638,FLAT
2018-11-05,2847.800048828125,2672.550048828125,175.25,-1.4135024753521523,236.8425048828125,-1.7728743938903684,LONG
2018-11-06,2856.050048828125,2674.60009765625,181.449951171875,-1.3446292773739856,231.4675048828125,-1.6787672972783196,LONG
2018-11-07,2888.550048828125,2692.550048828125,196.0,-1.1829976183897446,224.122509765625,-1.4579167110688982,FLAT
2018-11-09,2956.699951171875,2693.050048828125,263.64990234375,-0.43149732618410797,220.39000244140624,-0.4310802539466693,FLAT
2018-11-12,2839.35009765625,2652.300048828125,187.050048828125,-1.2824196528328087,212.48250732421874,-1.593765187331985,LONG
2018-11-13,2879.699951171875,2665.5,214.199951171875,-0.9808204067465708,209.647509765625,-1.1816654123432282,FLAT
2018-11-14,2847.550048828125,2676.5,171.050048828125,-1.4601583377194847,205.160009765625,-1.8366241234834801,LONG
2018-11-15,2922.14990234375,2668.85009765625,253.2998046875,-0.5464731228010169,203.59000244140626,-0.5881811105629792,FLAT
2018-11-16,2961.89990234375,2695.35009765625,266.5498046875,-0.39928327437923833,203.92999267578125,-0.3870635540625223,FLAT
2018-11-19,2980.64990234375,2679.64990234375,301.0,-0.016587498820933348,208.85499267578126,0.13584505742528857,GET_OUT_OF_POSITION
2018-11-20,2960.10009765625,2666.5,293.60009765625,-0.09879055575018061,214.789990234375,0.023524281748533556,FLAT
2018-11-21,2912.050048828125,2604.64990234375,307.400146484375,0.05450960237999761,223.27249755859376,0.2329908553258538,FLAT
2018-11-22,2917.75,2590.35009765625,327.39990234375,0.27668024641124167,228.31749267578124,0.536560819781944,FLAT
2018-11-26,3076.0,2649.5,426.5,1.3775503107589315,238.764990234375,2.0407698378635786,SHORT
2018-11-27,2958.14990234375,2599.64990234375,358.5,0.6221608999905585,247.1099853515625,1.0086193592197241,FLAT
2018-11-28,2999.14990234375,2603.89990234375,395.25,1.0304044418396423,256.8349853515625,1.5664359781926895,SHORT
2018-11-29,3016.800048828125,2724.0,292.800048828125,-0.10767803240993461,260.5924926757813,0.011380593794303062,FLAT
2018-11-30,3055.199951171875,2745.699951171875,309.5,0.07783617752511326,267.6349853515625,0.2648638672557703,FLAT
2018-12-03,3039.89990234375,2736.0,303.89990234375,0.015626552983936302,273.1599853515625,0.1798617573094356,FLAT
2018-12-04,3069.14990234375,2763.85009765625,305.2998046875,0.03117760308068008,276.482470703125,0.20111043192937994,FLAT
2018-12-05,3052.5,2764.10009765625,288.39990234375,-0.15655779800003106,282.1399658203125,-0.0554078370873253,GET_OUT_OF_POSITION
2018-12-06,3026.75,2718.10009765625,308.64990234375,0.06839272505966823,288.4999633789063,0.2519605039794107,FLAT
2018-12-07,3066.800048828125,2786.199951171875,280.60009765625,-0.24320323722060486,292.72996826171874,-0.17379860387455623,FLAT
2018-12-10,3046.5,2725.10009765625,321.39990234375,0.21002823957873817,295.6174682617187,0.44548871872513335,FLAT
2018-12-11,3038.800048828125,2739.60009765625,299.199951171875,-0.036583643286104583,301.22496337890624,0.10852268596158963,FLAT
2018-12-12,3258.64990234375,2848.39990234375,410.25,1.1970344589209012,311.0274658203125,1.794116230834716,SHORT
2018-12-13,3318.25,2836.10009765625,482.14990234375,1.995746589299561,326.58245849609375,2.885462092872186,SHORT
2018-12-14,3314.64990234375,2823.14990234375,491.5,2.0996137181110526,338.4924682617187,3.0273842659790273,SHORT
2018-12-17,3286.10009765625,2840.949951171875,445.150146484375,1.5847285925762238,347.4224853515625,2.323854508755132,SHORT
2018-12-18,3298.050048828125,2840.89990234375,457.150146484375,1.7180326062412308,355.22999267578126,2.5059987108687536,SHORT
2018-12-19,3305.199951171875,2863.0,442.199951171875,1.551955852888562,362.6599853515625,2.2790744278155772,SHORT
2018-12-20,3361.35009765625,2887.199951171875,474.150146484375,1.9068799589333238,370.9974853515625,2.764036330529717,SHORT
2018-12-21,3324.14990234375,2808.449951171875,515.699951171875,2.36844293658673,380.41248779296876,3.394707665761508,SHORT
2018-12-24,3168.39990234375,2724.64990234375,443.75,1.569174830402379,381.2749877929688,2.302602128401909,SHORT
2018-12-26,3175.199951171875,2734.60009765625,440.599853515625,1.534180899569054,385.37998046875,2.2547870519071163,SHORT
2018-12-27,3128.800048828125,2737.0,391.800048828125,0.9920800803263731,385.2074829101563,1.514070261231679,SHORT
2018-12-28,3122.60009765625,2717.5,405.10009765625,1.1398259045538426,390.8224853515625,1.715947493054265,SHORT
2018-12-31,3104.25,2720.14990234375,384.10009765625,0.9065438806400804,394.552490234375,1.3971951393554278,FLAT
2019-01-01,3127.60009765625,2726.64990234375,400.9501953125,1.0937260179922015,399.4050048828125,1.6529574387832826,SHORT
2019-01-02,3046.550048828125,2692.0,354.550048828125,0.5782822045745806,401.8675170898438,0.9486643005039795,FLAT
2019-01-03,3014.64990234375,2701.35009765625,313.2998046875,0.12004694552401807,403.1125122070313,0.3225399000051275,FLAT
2019-01-04,2987.85009765625,2734.199951171875,253.650146484375,-0.5425812921611796,400.3625244140625,-0.5828633833080751,GET_OUT_OF_POSITION
2019-01-07,2957.949951171875,2658.550048828125,299.39990234375,-0.03436245214044132,401.3025146484375,0.11155768151682759,FLAT
2019-01-08,2970.300048828125,2694.85009765625,275.449951171875,-0.30041450366476424,399.00501708984376,-0.2519710473882859,FLAT
