Date,HMT_Close,TATAMTRDVR_Close,Spread,zscore
2018-04-23,30.399999618530273,188.1000061035156,-157.70000648498532,-0.7996766784607389
2018-04-24,30.85000038146973,188.1499938964844,-157.29999351501468,-0.770355028900731
2018-04-25,29.35000038146973,185.25,-155.89999961853027,-0.6677330303643388
2018-04-26,29.25,184.9499969482422,-155.6999969482422,-0.6530724852083071
2018-04-27,29.60000038146973,188.75,-159.14999961853027,-0.9059637084271486
2018-04-30,28.899999618530273,191.5,-162.60000038146973,-1.158854791834003
2018-05-02,29.0,189.1000061035156,-160.1000061035156,-0.9756008435293394
2018-05-03,29.79999923706055,187.0,-157.20000076293945,-0.763025385476655
2018-05-04,28.35000038146973,187.5,-159.14999961853027,-0.9059637084271486
2018-05-07,28.649999618530273,188.4499969482422,-159.7999973297119,-0.953609676265326
2018-05-08,28.149999618530273,190.0500030517578,-161.90000343322754,-1.107543792565808
2018-05-09,29.0,197.4499969482422,-168.4499969482422,-1.587669760685484
2018-05-10,28.5,198.6000061035156,-170.1000061035156,-1.708618314491831
2018-05-11,28.649999618530273,195.3000030517578,-166.65000343322754,-1.4557270912729916
2018-05-14,27.25,190.9499969482422,-163.6999969482422,-1.2394864619783004
2018-05-15,27.04999923706055,180.9499969482422,-153.89999771118164,-0.5211293963598534
2018-05-16,27.20000076293945,183.8000030517578,-156.60000228881836,-0.7190444490684952
2018-05-17,28.149999618530273,185.3999938964844,-157.24999427795413,-0.7666899974707134
2018-05-18,27.0,181.0500030517578,-154.0500030517578,-0.5321250498978547
2018-05-21,27.899999618530273,175.35000610351562,-147.45000648498535,-0.04833377072418702
2018-05-22,27.29999923706055,177.75,-150.45000076293945,-0.2682385925769732
2018-05-23,26.5,176.0,-149.5,-0.19860187691074163
2018-05-24,26.04999923706055,168.64999389648438,-142.59999465942383,0.30718056952694145
2018-05-25,26.0,172.1999969482422,-146.1999969482422,0.04329411220605996
2018-05-28,27.0,173.0500030517578,-146.0500030517578,0.05428892687213859
2018-05-29,26.75,170.35000610351562,-143.60000610351562,0.23387798355876965
2018-05-30,26.649999618530273,166.9499969482422,-140.2999973297119,0.4757743921115326
2018-05-31,26.04999923706055,168.75,-142.70000076293945,0.2998499474189578
2018-06-01,26.79999923706055,173.5500030517578,-146.75000381469727,0.002977647979969339
2018-06-04,25.75,171.85000610351562,-146.10000610351562,0.05062361581814676
2018-06-05,24.60000038146973,170.85000610351562,-146.2500057220459,0.03962838171610681
2018-06-06,25.0,174.85000610351562,-149.85000610351562,-0.22425793579278758
2018-06-07,26.0,179.8000030517578,-153.8000030517578,-0.5137996131237924
2018-06-08,27.10000038146973,186.3500061035156,-159.25000572204587,-0.9132943305351302
2018-06-11,28.35000038146973,185.4499969482422,-157.09999656677246,-0.7556949031806585
2018-06-12,27.60000038146973,184.8999938964844,-157.29999351501468,-0.770355028900731
2018-06-13,27.10000038146973,185.0500030517578,-157.9500026702881,-0.818001835610829
2018-06-14,27.29999923706055,182.9499969482422,-155.64999771118164,-0.6494074537782895
2018-06-15,27.29999923706055,180.25,-152.95000076293945,-0.45149296031759606
2018-06-18,26.899999618530273,183.8000030517578,-156.90000343322754,-0.7410350570845622
2018-06-19,27.10000038146973,180.6999969482422,-153.59999656677246,-0.4991387883437864
2018-06-20,26.79999923706055,181.25,-154.45000076293945,-0.5614455809619698
2018-06-21,26.0,180.4499969482422,-154.4499969482422,-0.5614453013379956
2018-06-22,26.75,181.8500061035156,-155.1000061035156,-0.6090921080480936
2018-06-25,25.54999923706055,168.8000030517578,-143.25000381469727,0.2595337628168414
2018-06-26,25.5,165.85000610351562,-140.35000610351562,0.47210866162157944
2018-06-27,24.54999923706055,161.85000610351562,-137.30000686645508,0.6956789343403446
2018-06-28,24.25,157.39999389648438,-133.14999389648438,0.9998821355112909
2018-06-29,24.29999923706055,158.64999389648438,-134.34999465942383,0.9119199830709971
2018-07-02,24.25,158.6999969482422,-134.4499969482422,0.9045896405869875
2018-07-03,24.29999923706055,157.60000610351562,-133.30000686645508,0.9888859227253411
2018-07-04,24.0,157.35000610351562,-133.35000610351562,0.9852208912953235
2018-07-05,23.149999618530273,153.25,-130.10000038146973,1.2234519887940947
2018-07-06,24.29999923706055,156.89999389648438,-132.59999465942383,1.040198040489433
2018-07-09,24.70000076293945,157.64999389648438,-132.94999313354492,1.0145425408553355
2018-07-10,24.85000038146973,158.0500030517578,-133.2000026702881,0.9962164050213377
2018-07-11,24.29999923706055,154.8000030517578,-130.50000381469727,1.1941310382940182
2018-07-12,24.25,151.89999389648438,-127.64999389648438,1.4030417445406613
2018-07-13,24.20000076293945,150.1999969482422,-125.99999618530273,1.5239894594750878
2018-07-16,23.35000038146973,142.75,-119.39999961853027,2.0077807386487554
2018-07-17,23.20000076293945,143.1999969482422,-119.99999618530273,1.9637999420525827
2018-07-18,23.5,138.35000610351562,-114.85000610351562,2.341303212575933
2018-07-19,23.399999618530273,139.89999389648438,-116.4999942779541,2.220356196701442
2018-07-20,23.0,140.85000610351562,-117.85000610351562,2.1213979712871853
