Date,HMT_Close,TATAMOTORS_Close,Spread,zscore
2018-05-07,28.649999618530273,335.1499938964844,-306.4999942779541,-1.9876132903114878
2018-05-08,28.149999618530273,332.1499938964844,-303.9999942779541,-1.8767316255890623
2018-05-09,29.0,341.95001220703125,-312.95001220703125,-2.2736887804977135
2018-05-10,28.5,333.6000061035156,-305.1000061035156,-1.9255200825621088
2018-05-11,28.649999618530273,330.79998779296875,-302.1499881744385,-1.7946789229872784
2018-05-14,27.25,323.6000061035156,-296.3500061035156,-1.5374342560336198
2018-05-15,27.04999923706055,310.1000061035156,-283.0500068664551,-0.9475438335487155
2018-05-16,27.20000076293945,310.25,-283.04999923706055,-0.9475434951647289
2018-05-17,28.149999618530273,314.8999938964844,-286.7499942779541,-1.1116481390043271
2018-05-18,27.0,304.6000061035156,-277.6000061035156,-0.7058217706154295
2018-05-21,27.899999618530273,295.8999938964844,-267.9999942779541,-0.2800356535861368
2018-05-22,27.29999923706055,307.70001220703125,-280.4000129699707,-0.8300095396501338
2018-05-23,26.5,309.45001220703125,-282.95001220703125,-0.9431088038286091
2018-05-24,26.04999923706055,288.6499938964844,-262.5999946594238,-0.04053127470489727
2018-05-25,26.0,294.1499938964844,-268.1499938964844,-0.286688536550283
2018-05-28,27.0,296.29998779296875,-269.29998779296875,-0.3376938316154094
2018-05-29,26.75,294.6499938964844,-267.8999938964844,-0.27560037007804045
2018-05-30,26.649999618530273,288.8999938964844,-262.2499942779541,-0.025007824724558387
2018-05-31,26.04999923706055,282.5,-256.45000076293945,0.23223734980507993
2018-06-01,26.79999923706055,287.20001220703125,-260.4000129699707,0.05704377812926928
2018-06-04,25.75,286.6499938964844,-260.8999938964844,0.03486829114475065
2018-06-05,24.60000038146973,284.95001220703125,-260.3500118255615,0.059261462181315776
2018-06-06,25.0,295.6499938964844,-270.6499938964844,-0.39757020127270837
2018-06-07,26.0,305.3999938964844,-279.3999938964844,-0.7856560278011973
2018-06-08,27.10000038146973,309.95001220703125,-282.8500118255615,-0.9386735203205128
2018-06-11,28.35000038146973,309.75,-281.3999996185303,-0.8743616133671275
2018-06-12,27.60000038146973,307.79998779296875,-280.199987411499,-0.8211378728859847
2018-06-13,27.10000038146973,308.3999938964844,-281.29999351501465,-0.8699260760710412
2018-06-14,27.29999923706055,305.8999938964844,-278.5999946594238,-0.7501739289284197
2018-06-15,27.29999923706055,302.95001220703125,-275.6500129699707,-0.6193343766775256
2018-06-18,26.899999618530273,308.79998779296875,-281.8999881744385,-0.8965374387356326
2018-06-19,27.10000038146973,305.04998779296875,-277.949987411499,-0.7213443746358019
2018-06-20,26.79999923706055,305.6000061035156,-278.8000068664551,-0.7590450035205923
2018-06-21,26.0,307.0,-281.0,-0.8566205639307387
2018-06-22,26.75,308.0,-281.25,-0.8677087304029812
2018-06-25,25.54999923706055,289.3999938964844,-263.8499946594238,-0.09597210706610997
2018-06-26,25.5,276.85000610351557,-251.35000610351557,0.4584357089700396
2018-06-27,24.54999923706055,271.04998779296875,-246.4999885559082,0.6735469168147115
2018-06-28,24.25,263.35000610351557,-239.10000610351557,1.001755866109924
2018-06-29,24.29999923706055,269.29998779296875,-244.9999885559082,0.7400759156481668
2018-07-02,24.25,266.70001220703125,-242.45001220703125,0.8531741646746822
2018-07-03,24.29999923706055,269.45001220703125,-245.1500129699707,0.7334219329360642
2018-07-04,24.0,267.04998779296875,-243.04998779296875,0.8265636479700572
2018-07-05,23.149999618530273,261.54998779296875,-238.39998817443848,1.032803527434569
2018-07-06,24.29999923706055,270.85000610351557,-246.55000686645502,0.6713284713986977
2018-07-09,24.70000076293945,273.5,-248.79999923706055,0.5715353115324989
2018-07-10,24.85000038146973,275.45001220703125,-250.60001182556152,0.4916999545987748
2018-07-11,24.29999923706055,267.79998779296875,-243.4999885559082,0.806604914481622
2018-07-12,24.25,266.10000610351557,-241.85000610351557,0.8797860349152561
2018-07-13,24.20000076293945,263.60000610351557,-239.40000534057612,0.9884501001816316
2018-07-16,23.35000038146973,252.1000061035156,-228.75000572204587,1.4608059749799631
2018-07-17,23.20000076293945,257.95001220703125,-234.7500114440918,1.194689725858151
2018-07-18,23.5,251.8500061035156,-228.3500061035156,1.4785470244163519
2018-07-19,23.399999618530273,252.5,-229.10000038146973,1.445282778787613
2018-07-20,23.0,253.3999938964844,-230.3999938964844,1.387624600758339
2018-07-23,23.45000076293945,258.75,-235.29999923706055,1.170296301033596
2018-07-24,24.25,258.79998779296875,-234.54998779296875,1.2035613080263035
2018-07-25,23.29999923706055,257.85000610351557,-234.55000686645502,1.2035604620663396
2018-07-26,23.0,258.25,-235.25,1.1725139004896459
2018-07-27,22.649999618530273,268.14999389648443,-245.49999427795416,0.7178993289156892
2018-07-30,23.0,267.5,-244.5,0.7622517410166719
2018-07-31,23.70000076293945,264.10000610351557,-240.40000534057612,0.9440974342926615
2018-08-01,23.29999923706055,265.04998779296875,-241.7499885559082,0.8842220797873197
2018-08-02,23.0,260.85000610351557,-237.85000610351557,1.0571966984711367
2018-08-03,23.5,258.45001220703125,-234.95001220703125,1.1858191588419584
