Date,HMT_Close,TATAMOTORS_Close,Spread,zscore
2018-04-23,30.399999618530273,334.04998779296875,-303.6499881744385,-1.3241924234720597
2018-04-24,30.85000038146973,331.54998779296875,-300.699987411499,-1.2033223403078444
2018-04-25,29.35000038146973,328.6000061035156,-299.2500057220459,-1.14391238706561
2018-04-26,29.25,330.25,-301.0,-1.2156147257804135
2018-04-27,29.60000038146973,336.8999938964844,-307.29999351501465,-1.4737437234607662
2018-04-30,28.899999618530273,340.3999938964844,-311.4999942779541,-1.6458299303132753
2018-05-02,29.0,336.04998779296875,-307.04998779296875,-1.463500264274299
2018-05-03,29.79999923706055,333.5,-303.70000076293945,-1.3262415842069697
2018-05-04,28.35000038146973,334.3999938964844,-306.04999351501465,-1.422527599772472
2018-05-07,28.649999618530273,335.1499938964844,-306.4999942779541,-1.440965435560099
2018-05-08,28.149999618530273,332.1499938964844,-303.9999942779541,-1.338533188183511
2018-05-09,29.0,341.95001220703125,-312.95001220703125,-1.7052413683979628
2018-05-10,28.5,333.6000061035156,-305.1000061035156,-1.383603861556747
2018-05-11,28.649999618530273,330.79998779296875,-302.1499881744385,-1.2627330750461068
2018-05-14,27.25,323.6000061035156,-296.3500061035156,-1.0250909957386884
2018-05-15,27.04999923706055,310.1000061035156,-283.0500068664551,-0.4801514709550806
2018-05-16,27.20000076293945,310.25,-283.04999923706055,-0.48015115835666944
2018-05-17,28.149999618530273,314.8999938964844,-286.7499942779541,-0.6317506812850526
2018-05-18,27.0,304.6000061035156,-277.6000061035156,-0.2568491404142773
2018-05-21,27.899999618530273,295.8999938964844,-267.9999942779541,0.13649117403935854
2018-05-22,27.29999923706055,307.70001220703125,-280.4000129699707,-0.3715735388146261
2018-05-23,26.5,309.45001220703125,-282.95001220703125,-0.4760543998789049
2018-05-24,26.04999923706055,288.6499938964844,-262.5999946594238,0.35774481274286835
2018-05-25,26.0,294.1499938964844,-268.1499938964844,0.1303452548266838
2018-05-28,27.0,296.29998779296875,-269.29998779296875,0.0832266711121822
2018-05-29,26.75,294.6499938964844,-267.8999938964844,0.14058847956434262
2018-05-30,26.649999618530273,288.8999938964844,-262.2499942779541,0.37208534300551127
2018-05-31,26.04999923706055,282.5,-256.45000076293945,0.6097278912105463
2018-06-01,26.79999923706055,287.20001220703125,-260.4000129699707,0.4478844401980791
2018-06-04,25.75,286.6499938964844,-260.8999938964844,0.4273987722187894
2018-06-05,24.60000038146973,284.95001220703125,-260.3500118255615,0.44993313203537255
2018-06-06,25.0,295.6499938964844,-270.6499938964844,0.027913007450095645
2018-06-07,26.0,305.3999938964844,-279.3999938964844,-0.3305998583679629
2018-06-08,27.10000038146973,309.95001220703125,-282.8500118255615,-0.4719570943539208
2018-06-11,28.35000038146973,309.75,-281.3999996185303,-0.4125458907180418
2018-06-12,27.60000038146973,307.79998779296875,-280.199987411499,-0.3633779118198216
2018-06-13,27.10000038146973,308.3999938964844,-281.29999351501465,-0.40844835074424934
2018-06-14,27.29999923706055,305.8999938964844,-278.5999946594238,-0.2978215704672958
2018-06-15,27.29999923706055,302.95001220703125,-275.6500129699707,-0.1769522687991086
2018-06-18,26.899999618530273,308.79998779296875,-281.8999881744385,-0.43303187129574267
2018-06-19,27.10000038146973,305.04998779296875,-277.949987411499,-0.27118888918089223
2018-06-20,26.79999923706055,305.6000061035156,-278.8000068664551,-0.30601665041488074
2018-06-21,26.0,307.0,-281.0,-0.39615674676770823
2018-06-22,26.75,308.0,-281.25,-0.40639997150536705
2018-06-25,25.54999923706055,289.3999938964844,-263.8499946594238,0.3065286890545743
2018-06-26,25.5,276.85000610351557,-251.35000610351557,0.8186894570399006
2018-06-27,24.54999923706055,271.04998779296875,-246.4999885559082,1.0174087359268251
2018-06-28,24.25,263.35000610351557,-239.10000610351557,1.3206074691851826
2018-06-29,24.29999923706055,269.29998779296875,-244.9999885559082,1.0788680843527778
2018-07-02,24.25,266.70001220703125,-242.45001220703125,1.1833480076218232
2018-07-03,24.29999923706055,269.45001220703125,-245.1500129699707,1.0727211491952668
2018-07-04,24.0,267.04998779296875,-243.04998779296875,1.1587652685663579
2018-07-05,23.149999618530273,261.54998779296875,-238.39998817443848,1.349289233056891
2018-07-06,24.29999923706055,270.85000610351557,-246.55000686645502,1.0153593407431087
2018-07-09,24.70000076293945,273.5,-248.79999923706055,0.9231706307025883
2018-07-10,24.85000038146973,275.45001220703125,-250.60001182556152,0.8494188968040663
2018-07-11,24.29999923706055,267.79998779296875,-243.4999885559082,1.1403274327787307
2018-07-12,24.25,266.10000610351557,-241.85000610351557,1.2079319970709357
2018-07-13,24.20000076293945,263.60000610351557,-239.40000534057612,1.3083156307598331
2018-07-16,23.35000038146973,252.1000061035156,-228.75000572204587,1.7446769889541769
2018-07-17,23.20000076293945,257.95001220703125,-234.7500114440918,1.4988393608015558
2018-07-18,23.5,251.8500061035156,-228.3500061035156,1.7610661329045105
2018-07-19,23.399999618530273,252.5,-229.10000038146973,1.7303366931403412
2018-07-20,23.0,253.3999938964844,-230.3999938964844,1.6770721902131638
