Date,BEML_Close,ESCORTS_Close,Spread,zscore
2019-02-01,799.2000122070312,677.9500122070312,121.25,-1.219276901936332
2019-02-04,796.9000244140625,678.5499877929688,118.35003662109375,-1.3001678766337206
2019-02-05,763.7000122070312,684.4000244140625,79.29998779296875,-2.3894218081364755
2019-02-06,758.5,683.9000244140625,74.5999755859375,-2.520522970062104
2019-02-07,771.5,682.8499755859375,88.6500244140625,-2.1286138333744598
2019-02-08,783.8499755859375,659.9000244140625,123.949951171875,-1.1439650260978524
2019-02-11,785.2000122070312,636.5,148.70001220703125,-0.45359197672895263
2019-02-12,765.1500244140625,610.75,154.4000244140625,-0.2945970230107193
2019-02-14,782.4500122070312,643.9500122070312,138.5,-0.7381089935139058
2019-02-15,770.0999755859375,638.2999877929688,131.79998779296875,-0.9249977390247435
2019-02-18,767.5999755859375,628.25,139.3499755859375,-0.7143999514909682
2019-02-19,756.5499877929688,637.1500244140625,119.39996337890625,-1.2708814382538145
2019-02-20,773.9000244140625,658.9500122070312,114.95001220703125,-1.3950074497293516
2019-02-21,786.4000244140625,655.25,131.1500244140625,-0.9431276821887721
2019-02-22,817.7000122070312,655.5999755859375,162.10003662109375,-0.07981448570727721
2019-02-25,824.75,654.4500122070312,170.29998779296875,0.14891324499052666
2019-02-26,823.1500244140625,660.9000244140625,162.25,-0.07563143843955082
2019-02-27,839.2999877929688,663.3499755859375,175.95001220703125,0.30651384961951783
2019-02-28,835.2999877929688,657.5999755859375,177.70001220703125,0.35532798525657555
2019-03-01,851.0,674.0499877929688,176.95001220703125,0.3344076414121222
2019-03-05,907.8499755859376,712.8499755859375,195.0000000000001,0.8378902427682471
2019-03-06,910.6500244140624,737.7999877929688,172.85003662109364,0.22004377606321712
2019-03-07,888.4500122070312,735.2999877929688,153.1500244140625,-0.32946426275147483
2019-03-08,898.4500122070312,729.8499755859375,168.60003662109375,0.10149516094465151
2019-03-11,912.75,740.5999755859375,172.1500244140625,0.2005177813080091
2019-03-12,904.9500122070312,798.0999755859375,106.85003662109375,-1.6209464822486714
2019-03-13,971.6500244140624,788.0,183.6500244140624,0.5212963869229568
2019-03-14,969.75,799.75,170.0,0.14054544795313342
2019-03-15,965.25,800.5499877929688,164.70001220703125,-0.007291308047281906
2019-03-18,995.2999877929688,786.0999755859375,209.20001220703125,1.2339824267236148
2019-03-19,993.9500122070312,811.2000122070312,182.75,0.49619129330883976
2019-03-20,989.2000122070312,821.5499877929688,167.6500244140625,0.07499571824128923
2019-03-22,966.0499877929688,804.4500122070312,161.5999755859375,-0.09376308410551988
2019-03-25,967.6500244140624,788.7000122070312,178.95001220703114,0.3901952249973279
2019-03-26,977.25,804.5499877929688,172.70001220703125,0.21585902629355344
2019-03-27,965.75,819.0499877929688,146.70001220703125,-0.5093795603141614
2019-03-28,991.7000122070312,792.4500122070312,199.25,0.9564388578868127
2019-04-01,1008.7999877929688,774.7000122070312,234.0999755859375,1.9285368208583005
2019-04-02,1008.3499755859376,772.3499755859375,236.0000000000001,1.9815357062650283
2019-04-03,1002.9000244140624,767.7000122070312,235.20001220703114,1.9592210133313264
2019-04-04,982.7999877929688,771.0499877929688,211.75,1.305111255294368
2019-04-05,990.4500122070312,768.9000244140625,221.54998779296875,1.5784700743615032
2019-04-08,961.5999755859376,760.6500244140625,200.9499511718751,1.003856941932691
2019-04-09,968.5499877929688,774.7999877929688,193.75,0.8030230030274884
2019-04-10,972.7000122070312,776.4500122070312,196.25,0.8727574825089994
2019-04-11,970.5,769.7000122070312,200.79998779296875,0.9996738946649615
2019-04-12,978.4500122070312,787.4000244140625,191.04998779296875,0.7277094246870683
2019-04-15,969.9000244140624,786.2999877929688,183.60003662109364,0.5199020378337146
2019-04-16,965.0,789.4500122070312,175.54998779296875,0.2953556519016999
2019-04-18,955.4500122070312,770.5,184.95001220703125,0.5575579757529576
2019-04-22,923.7999877929688,756.25,167.54998779296875,0.0722053175608645
2019-04-23,901.5499877929688,745.1500244140625,156.39996337890625,-0.23881114192745095
2019-04-24,906.4500122070312,754.5999755859375,151.85003662109375,-0.3657258515814725
2019-04-25,904.2999877929688,749.1500244140625,155.14996337890625,-0.27367838166820646
2019-04-26,895.7000122070312,734.0999755859375,161.60003662109375,-0.09376138160357941
2019-04-30,874.2000122070312,738.9000244140625,135.29998779296875,-0.827369467750628
2019-05-02,874.9500122070312,680.8499755859375,194.10003662109375,0.8127868516560642
