Date,BEML_Close,ESCORTS_Close,Spread,zscore
2019-01-17,895.0999755859375,733.7999877929688,161.29998779296875,-0.035100605096293536
2019-01-18,892.0999755859375,728.9500122070312,163.14996337890625,0.01772742721934734
2019-01-21,889.1500244140625,733.25,155.9000244140625,-0.18930233729892287
2019-01-22,878.25,720.7999877929688,157.45001220703125,-0.14504077739606244
2019-01-23,883.2999877929688,730.4000244140625,152.89996337890625,-0.27497229019930874
2019-01-24,870.75,715.5499877929688,155.20001220703125,-0.20929193487820646
2019-01-25,848.5999755859375,703.0499877929688,145.54998779296875,-0.48485870747130166
2019-01-28,817.1500244140625,675.0499877929688,142.10003662109375,-0.5833757546045675
2019-01-29,793.2000122070312,644.1500244140625,149.04998779296875,-0.3849124624990776
2019-01-30,796.3499755859375,657.6500244140625,138.699951171875,-0.6804688326714564
2019-01-31,794.1500244140625,659.5999755859375,134.550048828125,-0.7989737344598119
2019-02-01,799.2000122070312,677.9500122070312,121.25,-1.1787708596936184
2019-02-04,796.9000244140625,678.5499877929688,118.35003662109375,-1.2615824169160876
2019-02-05,763.7000122070312,684.4000244140625,79.29998779296875,-2.3766983444455425
2019-02-06,758.5,683.9000244140625,74.5999755859375,-2.510912221993082
2019-02-07,771.5,682.8499755859375,88.6500244140625,-2.1096980442652273
2019-02-08,783.8499755859375,659.9000244140625,123.949951171875,-1.1016708650544005
2019-02-11,785.2000122070312,636.5,148.70001220703125,-0.3949063898266225
2019-02-12,765.1500244140625,610.75,154.4000244140625,-0.23213644228701888
2019-02-14,782.4500122070312,643.9500122070312,138.5,-0.6861786523305142
2019-02-15,770.0999755859375,638.2999877929688,131.79998779296875,-0.8775046698621818
2019-02-18,767.5999755859375,628.25,139.3499755859375,-0.6619066900069374
2019-02-19,756.5499877929688,637.1500244140625,119.39996337890625,-1.2316006349334532
2019-02-20,773.9000244140625,658.9500122070312,114.95001220703125,-1.3586737520587828
2019-02-21,786.4000244140625,655.25,131.1500244140625,-0.8960650696025071
2019-02-22,817.7000122070312,655.5999755859375,162.10003662109375,-0.012254354763287248
2019-02-25,824.75,654.4500122070312,170.29998779296875,0.22190402483228255
2019-02-26,823.1500244140625,660.9000244140625,162.25,-0.007971990018993957
2019-02-27,839.2999877929688,663.3499755859375,175.95001220703125,0.38324651745712174
2019-02-28,835.2999877929688,657.5999755859375,177.70001220703125,0.43321963994323376
2019-03-01,851.0,674.0499877929688,176.95001220703125,0.41180258744918574
2019-03-05,907.8499755859376,712.8499755859375,195.0000000000001,0.9272393022211056
2019-03-06,910.6500244140624,737.7999877929688,172.85003662109364,0.2947233976513976
2019-03-07,888.4500122070312,735.2999877929688,153.1500244140625,-0.2678315297770989
2019-03-08,898.4500122070312,729.8499755859375,168.60003662109375,0.17336010018512882
2019-03-11,912.75,740.5999755859375,172.1500244140625,0.2747338000721173
2019-03-12,904.9500122070312,798.0999755859375,106.85003662109375,-1.5899772218248238
2019-03-13,971.6500244140624,788.0,183.6500244140624,0.6031286049808501
2019-03-14,969.75,799.75,170.0,0.2133375524195021
2019-03-15,965.25,800.5499877929688,164.70001220703125,0.06199073004640163
2019-03-18,995.2999877929688,786.0999755859375,209.20001220703125,1.33273584469325
2019-03-19,993.9500122070312,811.2000122070312,182.75,0.5774274448183182
2019-03-20,989.2000122070312,821.5499877929688,167.6500244140625,0.14623148510782924
2019-03-22,966.0499877929688,804.4500122070312,161.5999755859375,-0.026534132683513106
2019-03-25,967.6500244140624,788.7000122070312,178.95001220703114,0.46891472743331053
2019-03-26,977.25,804.5499877929688,172.70001220703125,0.2904392899829137
2019-03-27,965.75,819.0499877929688,146.70001220703125,-0.4520185298107505
2019-03-28,991.7000122070312,792.4500122070312,199.25,1.0486025996873745
2019-04-01,1008.7999877929688,774.7000122070312,234.0999755859375,2.0437809417411277
2019-04-02,1008.3499755859376,772.3499755859375,236.0000000000001,2.09803817189573
2019-04-03,1002.9000244140624,767.7000122070312,235.20001220703114,2.075193664486911
2019-04-04,982.7999877929688,771.0499877929688,211.75,1.4055534745881746
2019-04-05,990.4500122070312,768.9000244140625,221.54998779296875,1.685402611925563
2019-04-08,961.5999755859376,760.6500244140625,200.9499511718751,1.0971465243345313
2019-04-09,968.5499877929688,774.7999877929688,193.75,0.8915442147310223
2019-04-10,972.7000122070312,776.4500122070312,196.25,0.9629343897111824
2019-04-11,970.5,769.7000122070312,200.79998779296875,1.0928641595902349
2019-04-12,978.4500122070312,787.4000244140625,191.04998779296875,0.8144424771676108
2019-04-15,969.9000244140624,786.2999877929688,183.60003662109364,0.6017011500660857
2019-04-16,965.0,789.4500122070312,175.54998779296875,0.3718233922906186
