Date,ASHOKLEY_Close,TWL_Close,Spread,zscore
2018-04-23,159.4499969482422,120.9000015258789,38.54999542236328,-0.6150609264409254
2018-04-24,159.0500030517578,119.0,40.05000305175781,-0.37673162754304507
2018-04-25,164.1999969482422,117.75,46.44999694824219,0.6401339059446174
2018-04-26,162.64999389648438,117.6999969482422,44.94999694824217,0.4018058192460691
2018-04-27,162.0,115.9499969482422,46.0500030517578,0.5765807192511369
2018-04-30,164.4499969482422,116.75,47.69999694824219,0.8387406448600725
2018-05-02,161.4499969482422,115.1999969482422,46.249999999999986,0.6083573125978761
2018-05-03,163.75,113.8000030517578,49.9499969482422,1.1962327749078938
2018-05-04,163.9499969482422,112.1500015258789,51.79999542236328,1.4901705060628982
2018-05-07,165.35000610351562,115.0999984741211,50.25000762939453,1.2439000893266687
2018-05-08,165.5500030517578,112.3499984741211,53.20000457763672,1.712611508287409
2018-05-09,162.10000610351562,111.5500030517578,50.55000305175783,1.2915649793467796
2018-05-10,160.64999389648438,109.3000030517578,51.34999084472658,1.418671352733736
2018-05-11,161.85000610351562,108.0,53.850006103515625,1.8158872549633123
2018-05-14,155.14999389648438,107.6500015258789,47.49999237060547,0.8069628393139991
2018-05-15,151.0,108.4000015258789,42.599998474121094,0.028425392524882697
2018-05-16,152.6999969482422,108.0,44.69999694824219,0.36208447146298034
2018-05-17,154.3000030517578,109.0999984741211,45.20000457763672,0.4415283792284966
2018-05-18,148.39999389648438,108.0999984741211,40.29999542236328,-0.33701149195928826
2018-05-21,134.30000305175778,106.1999969482422,28.100006103515582,-2.2754115666950683
2018-05-22,140.89999389648438,103.8499984741211,37.04999542236328,-0.8533890131394715
2018-05-23,145.35000610351562,102.0500030517578,43.30000305175783,0.1396458936371403
2018-05-24,144.5,102.1999969482422,42.3000030517578,-0.019239497495228252
2018-05-25,145.10000610351562,104.1500015258789,40.95000457763672,-0.23373453308405062
2018-05-28,146.60000610351562,106.25,40.350006103515625,-0.32906552532360217
2018-05-29,149.5500030517578,105.5500030517578,44.000000000000014,0.25086518255006146
2018-05-30,149.39999389648438,102.3499984741211,47.04999542236328,0.735464898184169
2018-05-31,148.0500030517578,103.0999984741211,44.95000457763672,0.4018070314454055
2018-06-01,150.85000610351562,101.1999969482422,49.65000915527342,1.1485690970871147
2018-06-04,146.89999389648438,98.1500015258789,48.74999237060547,1.0055695782294543
2018-06-05,146.1999969482422,93.75,52.44999694824219,1.5934462527388016
2018-06-06,149.0500030517578,95.9000015258789,53.150001525878906,1.704666753851057
2018-06-07,147.8000030517578,99.0,48.80000305175781,1.0135155448651403
2018-06-08,145.0,97.5,47.5,0.8069640515133334
2018-06-11,142.1999969482422,98.1500015258789,44.04999542236328,0.2588087247870769
2018-06-12,144.14999389648438,97.6500015258789,46.49999237060547,0.6480774481816352
2018-06-13,142.64999389648438,100.8499984741211,41.79999542236328,-0.09868340526074222
2018-06-14,144.9499969482422,101.1500015258789,43.79999542236328,0.21908737700398587
2018-06-15,142.25,100.1999969482422,42.0500030517578,-0.05896084527831926
2018-06-18,138.89999389648438,98.5999984741211,40.29999542236328,-0.33701149195928826
2018-06-19,136.5,97.0,39.5,-0.464119077545579
2018-06-20,137.0,96.25,40.75,-0.26551233863012397
2018-06-21,135.10000610351562,95.25,39.850006103515625,-0.4085082208897842
2018-06-22,136.39999389648438,96.5999984741211,39.79999542236328,-0.4164541875254703
2018-06-25,132.0,95.4499969482422,36.5500030517578,-0.9328304965063214
2018-06-26,132.60000610351562,95.9499969482422,36.65000915527342,-0.9169409876336178
2018-06-27,129.35000610351562,93.3000030517578,36.05000305175783,-1.012273192072499
2018-06-28,124.0999984741211,92.5,31.599998474121094,-1.7193139099311217
2018-06-29,125.8000030517578,94.4000015258789,31.400001525878892,-1.7510905032778632
2018-07-02,127.3000030517578,92.6500015258789,34.65000152587889,-1.23471298209768
2018-07-03,129.5,93.4499969482422,36.0500030517578,-1.0122731920725034
2018-07-04,127.8499984741211,93.0500030517578,34.799995422363295,-1.2108811431872883
2018-07-05,125.0,92.1500015258789,32.849998474121094,-1.5207071710156668
2018-07-06,132.30000305175778,92.8000030517578,39.499999999999986,-0.46411907754558124
2018-07-09,130.89999389648438,91.9000015258789,38.99999237060547,-0.5435629853110953
2018-07-10,133.94999694824222,92.0,41.949996948242216,-0.07485035415101625
2018-07-11,133.14999389648438,91.75,41.399993896484375,-0.16223780415355468
2018-07-12,133.94999694824222,90.5999984741211,43.34999847412112,0.14758943587416024
2018-07-13,132.5,88.8499984741211,43.650001525878906,0.1952555380935986
2018-07-16,125.6999969482422,83.8499984741211,41.84999847412111,-0.09073865082438808
2018-07-17,128.55000305175778,83.44999694824219,45.1000061035156,0.4256400825551225
2018-07-18,110.5500030517578,81.55000305175781,28.999999999999986,-2.132415684435404
2018-07-19,105.6999969482422,77.8499984741211,27.849998474121108,-2.3151341266774845
2018-07-20,107.4499969482422,73.75,33.6999969482422,-1.385654830993022
