Date,HMT_Close,TATAMTRDVR_Close,Spread,zscore
2018-05-07,28.649999618530273,188.4499969482422,-159.7999973297119,-1.2045101193819547
2018-05-08,28.149999618530273,190.0500030517578,-161.90000343322754,-1.3401837881550256
2018-05-09,29.0,197.4499969482422,-168.4499969482422,-1.763354772817474
2018-05-10,28.5,198.6000061035156,-170.1000061035156,-1.8699557942289498
2018-05-11,28.649999618530273,195.3000030517578,-166.65000343322754,-1.647063813690766
2018-05-14,27.25,190.9499969482422,-163.6999969482422,-1.4564747472817334
2018-05-15,27.04999923706055,180.9499969482422,-153.89999771118164,-0.823332849151338
2018-05-16,27.20000076293945,183.8000030517578,-156.60000228881836,-0.9977702120422375
2018-05-17,28.149999618530273,185.3999938964844,-157.24999427795413,-1.0397638032472927
2018-05-18,27.0,181.0500030517578,-154.0500030517578,-0.8330241423611302
2018-05-21,27.899999618530273,175.35000610351562,-147.45000648498535,-0.40662264447756535
2018-05-22,27.29999923706055,177.75,-150.45000076293945,-0.6004412382934875
2018-05-23,26.5,176.0,-149.5,-0.5390651838956281
2018-05-24,26.04999923706055,168.64999389648438,-142.59999465942383,-0.09328122281925717
2018-05-25,26.0,172.1999969482422,-146.1999969482422,-0.3258641268868998
2018-05-28,27.0,173.0500030517578,-146.0500030517578,-0.31617357303777766
2018-05-29,26.75,170.35000610351562,-143.60000610351562,-0.1578882833453463
2018-05-30,26.649999618530273,166.9499969482422,-140.2999973297119,0.055313143343716994
2018-05-31,26.04999923706055,168.75,-142.70000076293945,-0.09974224926148978
2018-06-01,26.79999923706055,173.5500030517578,-146.75000381469727,-0.36139804714428236
2018-06-04,25.75,171.85000610351562,-146.10000610351562,-0.319404086258894
2018-06-05,24.60000038146973,170.85000610351562,-146.2500057220459,-0.32909500978835116
2018-06-06,25.0,174.85000610351562,-149.85000610351562,-0.5616777906292154
2018-06-07,26.0,179.8000030517578,-153.8000030517578,-0.8168725620697754
2018-06-08,27.10000038146973,186.3500061035156,-159.25000572204587,-1.168977184938797
2018-06-11,28.35000038146973,185.4499969482422,-157.09999656677246,-1.030073002944612
2018-06-12,27.60000038146973,184.8999938964844,-157.29999351501468,-1.0429940700148523
2018-06-13,27.10000038146973,185.0500030517578,-157.9500026702881,-1.084988770260909
2018-06-14,27.29999923706055,182.9499969482422,-155.64999771118164,-0.9363939111908213
2018-06-15,27.29999923706055,180.25,-152.95000076293945,-0.7619570412070352
2018-06-18,26.899999618530273,183.8000030517578,-156.90000343322754,-1.0171521823279301
2018-06-19,27.10000038146973,180.6999969482422,-153.59999656677246,-0.8039508788656452
2018-06-20,26.79999923706055,181.25,-154.45000076293945,-0.8588665229551637
2018-06-21,26.0,180.4499969482422,-154.4499969482422,-0.8588662765016071
2018-06-22,26.75,181.8500061035156,-155.1000061035156,-0.9008609767476637
2018-06-25,25.54999923706055,168.8000030517578,-143.25000381469727,-0.13527592306531563
2018-06-26,25.5,165.85000610351562,-140.35000610351562,0.05208226044226565
2018-06-27,24.54999923706055,161.85000610351562,-137.30000686645508,0.24913149070608245
2018-06-28,24.25,157.39999389648438,-133.14999389648438,0.5172485614846644
2018-06-29,24.29999923706055,158.64999389648438,-134.34999465942383,0.4397209267954501
2018-07-02,24.25,158.6999969482422,-134.4499969482422,0.4332601468067742
2018-07-03,24.29999923706055,157.60000610351562,-133.30000686645508,0.5075567753677587
2018-07-04,24.0,157.35000610351562,-133.35000610351562,0.5043265086001991
2018-07-05,23.149999618530273,153.25,-130.10000038146973,0.7142974220681461
2018-07-06,24.29999923706055,156.89999389648438,-132.59999465942383,0.5527819888349335
2018-07-09,24.70000076293945,157.64999389648438,-132.94999313354492,0.5301698750084595
2018-07-10,24.85000038146973,158.0500030517578,-133.2000026702881,0.514017678583213
2018-07-11,24.29999923706055,154.8000030517578,-130.50000381469727,0.6884546717937775
2018-07-12,24.25,151.89999389648438,-127.64999389648438,0.8725833278944692
2018-07-13,24.20000076293945,150.1999969482422,-125.99999618530273,0.9791836099452766
2018-07-16,23.35000038146973,142.75,-119.39999961853027,1.4055851078288415
2018-07-17,23.20000076293945,143.1999969482422,-119.99999618530273,1.366821536937791
2018-07-18,23.5,138.35000610351562,-114.85000610351562,1.6995434501604518
2018-07-19,23.399999618530273,139.89999389648438,-116.4999942779541,1.592943784243536
2018-07-20,23.0,140.85000610351562,-117.85000610351562,1.5057244866641946
2018-07-23,23.45000076293945,141.75,-118.29999923706055,1.476652085756158
2018-07-24,24.25,143.0,-118.75,1.4475791919410081
2018-07-25,23.29999923706055,141.1999969482422,-117.89999771118164,1.5024947128037485
2018-07-26,23.0,142.89999389648438,-119.89999389648438,1.373282316926467
2018-07-27,22.649999618530273,149.1999969482422,-126.54999732971191,0.9436500593682291
2018-07-30,23.0,146.8000030517578,-123.80000305175781,1.1213170728927966
2018-07-31,23.70000076293945,143.89999389648438,-120.19999313354492,1.3539004698675525
2018-08-01,23.29999923706055,143.5500030517578,-120.25000381469727,1.3506694637393228
2018-08-02,23.0,143.5,-120.5,1.3345181299015247
2018-08-03,23.5,142.6999969482422,-119.19999694824219,1.418506544579415
