Date,HEROMOTOCO_Close,BAJAJ-AUTO_Close,Spread,zscore
2018-10-04,2763.5,2657.0,106.5,-1.9744659023659936
2018-10-05,2740.75,2543.050048828125,197.699951171875,-1.0542190078676419
2018-10-08,2873.050048828125,2584.10009765625,288.949951171875,-0.13346709907856394
2018-10-09,2891.75,2548.85009765625,342.89990234375,0.4109112079963013
2018-10-10,2920.10009765625,2581.800048828125,338.300048828125,0.3644966994520617
2018-10-11,2871.0,2525.800048828125,345.199951171875,0.4341196940105937
2018-10-12,2893.949951171875,2623.050048828125,270.89990234375,-0.3155998871578204
2018-10-15,2881.25,2620.449951171875,260.800048828125,-0.41751177102633324
2018-10-16,2895.199951171875,2610.5,284.699951171875,-0.1763514345564114
2018-10-17,2807.550048828125,2547.800048828125,259.75,-0.42810721719419986
2018-10-19,2712.75,2510.25,202.5,-1.005784442160498
2018-10-22,2731.800048828125,2556.89990234375,174.900146484375,-1.2842788838789712
2018-10-23,2724.25,2586.5,137.75,-1.6591399062053507
2018-10-24,2701.64990234375,2475.14990234375,226.5,-0.7636140771091241
2018-10-25,2695.10009765625,2477.550048828125,217.550048828125,-0.8539229497126634
2018-10-26,2705.35009765625,2513.75,191.60009765625,-1.1157691642275924
2018-10-29,2749.85009765625,2549.10009765625,200.75,-1.023442697945494
2018-10-30,2773.89990234375,2556.25,217.64990234375,-0.8529153846155563
2018-10-31,2762.35009765625,2593.699951171875,168.650146484375,-1.3473440831110997
2018-11-01,2792.25,2598.85009765625,193.39990234375,-1.0976083576362152
2018-11-02,2896.60009765625,2657.75,238.85009765625,-0.6389962580327
2018-11-05,2847.800048828125,2672.550048828125,175.25,-1.2807487108125788
2018-11-06,2856.050048828125,2674.60009765625,181.449951171875,-1.2181885258711762
2018-11-07,2888.550048828125,2692.550048828125,196.0,-1.0713722493619118
2018-11-09,2956.699951171875,2693.050048828125,263.64990234375,-0.3887555182670896
2018-11-12,2839.35009765625,2652.300048828125,187.050048828125,-1.161681121965451
2018-11-13,2879.699951171875,2665.5,214.199951171875,-0.8877268818948223
2018-11-14,2847.550048828125,2676.5,171.050048828125,-1.3231280319997003
2018-11-15,2922.14990234375,2668.85009765625,253.2998046875,-0.4931924735892326
2018-11-16,2961.89990234375,2695.35009765625,266.5498046875,-0.3594942512171199
2018-11-19,2980.64990234375,2679.64990234375,301.0,-0.011876902262150948
2018-11-20,2960.10009765625,2666.5,293.60009765625,-0.08654511275925324
2018-11-21,2912.050048828125,2604.64990234375,307.400146484375,0.052703339842155764
2018-11-22,2917.75,2590.35009765625,327.39990234375,0.2545095139006224
2018-11-26,3076.0,2649.5,426.5,1.2544722983189918
2018-11-27,2958.14990234375,2599.64990234375,358.5,0.5683229306734324
2018-11-28,2999.14990234375,2603.89990234375,395.25,0.9391463021583487
2018-11-29,3016.800048828125,2724.0,292.800048828125,-0.0946179509578347
2018-11-30,3055.199951171875,2745.699951171875,309.5,0.07389176869354398
2018-12-03,3039.89990234375,2736.0,303.89990234375,0.01738436478781873
2018-12-04,3069.14990234375,2763.85009765625,305.2998046875,0.03150998402207754
2018-12-05,3052.5,2764.10009765625,288.39990234375,-0.13901732930786026
2018-12-06,3026.75,2718.10009765625,308.64990234375,0.06531391620423649
2018-12-07,3066.800048828125,2786.199951171875,280.60009765625,-0.21772072716208077
2018-12-10,3046.5,2725.10009765625,321.39990234375,0.19396692263777887
2018-12-11,3038.800048828125,2739.60009765625,299.199951171875,-0.030040172337872994
2018-12-12,3258.64990234375,2848.39990234375,410.25,1.0905027803154574
2018-12-13,3318.25,2836.10009765625,482.14990234375,1.816003846888127
2018-12-14,3314.64990234375,2823.14990234375,491.5,1.9103503703331295
2018-12-17,3286.10009765625,2840.949951171875,445.150146484375,1.4426603309182706
2018-12-18,3298.050048828125,2840.89990234375,457.150146484375,1.5637455134439575
2018-12-19,3305.199951171875,2863.0,442.199951171875,1.4128915860932298
2018-12-20,3361.35009765625,2887.199951171875,474.150146484375,1.7352828553553474
2018-12-21,3324.14990234375,2808.449951171875,515.699951171875,2.1545383290630626
2018-12-24,3168.39990234375,2724.64990234375,443.75,1.4285322481996667
2018-12-26,3175.199951171875,2734.60009765625,440.599853515625,1.396745909696067
2018-12-27,3128.800048828125,2737.0,391.800048828125,0.9043348048790827
2018-12-28,3122.60009765625,2717.5,405.10009765625,1.0385380415419214
2018-12-31,3104.25,2720.14990234375,384.10009765625,0.8266389721219692
2019-01-01,3127.60009765625,2726.64990234375,400.9501953125,0.996663734645526
2019-01-02,3046.550048828125,2692.0,354.550048828125,0.5284662174555961
