Date,HEROMOTOCO_Close,BAJAJ-AUTO_Close,Spread,zscore
2018-09-04,3184.14990234375,2735.550048828125,448.599853515625,2.186179991627613
2018-09-05,3145.39990234375,2772.300048828125,373.099853515625,1.2201892001865364
2018-09-06,3164.85009765625,2783.10009765625,381.75,1.3308641915576975
2018-09-07,3329.35009765625,2923.550048828125,405.800048828125,1.6385744657520949
2018-09-10,3278.300048828125,2868.60009765625,409.699951171875,1.6884720783558296
2018-09-11,3184.199951171875,2833.699951171875,350.5,0.9310335659612254
2018-09-12,3163.75,2867.949951171875,295.800048828125,0.23117066365251315
2018-09-14,3186.64990234375,2877.5,309.14990234375,0.40197643270126854
2018-09-17,3127.89990234375,2860.64990234375,267.25,-0.13411522062777625
2018-09-18,3111.449951171875,2773.800048828125,337.64990234375,0.7666219632452511
2018-09-19,3153.949951171875,2790.10009765625,363.849853515625,1.1018393350099809
2018-09-21,3175.199951171875,2799.199951171875,376.0,1.2572953564479465
2018-09-24,3110.199951171875,2759.300048828125,350.89990234375,0.9361501484981553
2018-09-25,3112.60009765625,2788.699951171875,323.900146484375,0.5906996116595659
2018-09-26,3100.050048828125,2773.300048828125,326.75,0.6271622905079066
2018-09-27,3088.10009765625,2783.550048828125,304.550048828125,0.34312323881952533
2018-09-28,2933.25,2687.449951171875,245.800048828125,-0.4085583373018422
2018-10-01,2973.0,2730.10009765625,242.89990234375,-0.4456644935632523
2018-10-03,2913.5,2731.39990234375,182.10009765625,-1.2235724597823383
2018-10-04,2763.5,2657.0,106.5,-2.190843958696029
2018-10-05,2740.75,2543.050048828125,197.699951171875,-1.023978885690637
2018-10-08,2873.050048828125,2584.10009765625,288.949951171875,0.14352654105106147
2018-10-09,2891.75,2548.85009765625,342.89990234375,0.8337935083454584
2018-10-10,2920.10009765625,2581.800048828125,338.300048828125,0.7749403144637151
2018-10-11,2871.0,2525.800048828125,345.199951171875,0.8632216671247113
2018-10-12,2893.949951171875,2623.050048828125,270.89990234375,-0.0874162530288133
2018-10-15,2881.25,2620.449951171875,260.800048828125,-0.2166396370155356
2018-10-16,2895.199951171875,2610.5,284.699951171875,0.08914957596994127
2018-10-17,2807.550048828125,2547.800048828125,259.75,-0.23007457077092955
2018-10-19,2712.75,2510.25,202.5,-0.9625642768636664
2018-10-22,2731.800048828125,2556.89990234375,174.900146484375,-1.315692811184413
2018-10-23,2724.25,2586.5,137.75,-1.7910133330995566
2018-10-24,2701.64990234375,2475.14990234375,226.5,-0.6554943564055759
2018-10-25,2695.10009765625,2477.550048828125,217.550048828125,-0.770005222841053
2018-10-26,2705.35009765625,2513.75,191.60009765625,-1.102023949601011
2018-10-29,2749.85009765625,2549.10009765625,200.75,-0.9849547918970688
2018-10-30,2773.89990234375,2556.25,217.64990234375,-0.7687276390452017
2018-10-31,2762.35009765625,2593.699951171875,168.650146484375,-1.3956589363037075
2018-11-01,2792.25,2598.85009765625,193.39990234375,-1.078996204508064
2018-11-02,2896.60009765625,2657.75,238.85009765625,-0.4974800436991451
2018-11-05,2847.800048828125,2672.550048828125,175.25,-1.31121658238379
2018-11-06,2856.050048828125,2674.60009765625,181.449951171875,-1.2318908110008024
2018-11-07,2888.550048828125,2692.550048828125,196.0,-1.0457290469877327
2018-11-09,2956.699951171875,2693.050048828125,263.64990234375,-0.1801769581671948
2018-11-12,2839.35009765625,2652.300048828125,187.050048828125,-1.1602399134232098
2018-11-13,2879.699951171875,2665.5,214.199951171875,-0.8128683153756998
2018-11-14,2847.550048828125,2676.5,171.050048828125,-1.3649531937286035
2018-11-15,2922.14990234375,2668.85009765625,253.2998046875,-0.31260211083545136
2018-11-16,2961.89990234375,2695.35009765625,266.5498046875,-0.1430739255825472
2018-11-19,2980.64990234375,2679.64990234375,301.0,0.2977018550164136
2018-11-20,2960.10009765625,2666.5,293.60009765625,0.203023212345874
2018-11-21,2912.050048828125,2604.64990234375,307.400146484375,0.37958904134462856
2018-11-22,2917.75,2590.35009765625,327.39990234375,0.6354775180496083
2018-11-26,3076.0,2649.5,426.5,1.9034216474118455
2018-11-27,2958.14990234375,2599.64990234375,358.5,1.0333902061139222
2018-11-28,2999.14990234375,2603.89990234375,395.25,1.5035910218153734
2018-11-29,3016.800048828125,2724.0,292.800048828125,0.19278692359525182
2018-11-30,3055.199951171875,2745.699951171875,309.5,0.406455785178654
2018-12-03,3039.89990234375,2736.0,303.89990234375,0.33480488760106125
