Date,TATAMOTORS_Close,TATAMTRDVR_Close,Spread,zscore
2018-08-20,270.10000610351557,144.10000610351562,125.99999999999994,1.3505706681001208
2018-08-21,268.79998779296875,144.6999969482422,124.09999084472656,1.248349541279243
2018-08-23,256.89999389648443,140.39999389648438,116.50000000000006,0.8394674967795586
2018-08-24,255.5,139.19999694824222,116.30000305175778,0.8287075942004994
2018-08-27,258.79998779296875,140.30000305175778,118.49998474121097,0.9470673434980471
2018-08-28,260.0,139.19999694824222,120.80000305175778,1.0708090964049792
2018-08-29,261.70001220703125,140.55000305175778,121.15000915527347,1.0896395416142866
2018-08-30,259.35000610351557,138.19999694824222,121.15000915527335,1.0896395416142806
2018-08-31,267.5,142.0500030517578,125.44999694824219,1.320980320311765
2018-09-03,266.60000610351557,144.14999389648438,122.4500122070312,1.159580139770054
2018-09-04,261.95001220703125,142.85000610351562,119.10000610351562,0.9793486930910997
2018-09-05,266.5,142.9499969482422,123.55000305175781,1.2187600144188295
2018-09-06,269.95001220703125,144.1999969482422,125.75001525878906,1.3371214055722647
2018-09-07,277.39999389648443,147.75,129.64999389648443,1.5469415581836934
2018-09-10,275.70001220703125,146.75,128.95001220703125,1.5092823096209722
2018-09-11,267.29998779296875,142.75,124.54998779296875,1.272559527314102
2018-09-12,262.39999389648443,142.39999389648438,120.00000000000006,1.0277686651608207
2018-09-14,266.60000610351557,143.8000030517578,122.80000305175776,1.178409764051413
2018-09-17,260.25,140.64999389648438,119.60000610351562,1.0062488600027086
2018-09-18,251.5,137.94999694824222,113.55000305175778,0.6807566761866508
2018-09-19,252.6000061035156,136.69999694824222,115.90000915527338,0.807187789042389
2018-09-21,250.3500061035156,132.05000305175778,118.30000305175781,0.9363082618469365
2018-09-24,240.1999969482422,128.05000305175778,112.1499938964844,0.6054357162773819
2018-09-25,240.8000030517578,127.0500030517578,113.75000000000001,0.6915165787657076
2018-09-26,233.3500061035156,123.0500030517578,110.3000030517578,0.5059055912611939
2018-09-27,225.25,118.6500015258789,106.5999984741211,0.30684410983690563
2018-09-28,223.6999969482422,116.5500030517578,107.14999389648439,0.33643404716129255
2018-10-01,229.3500061035156,120.9499969482422,108.4000091552734,0.40368528536825693
2018-10-03,227.6000061035156,120.6500015258789,106.95000457763669,0.3256745550462084
2018-10-04,223.25,120.6999969482422,102.5500030517578,0.08895300413125669
2018-10-05,216.25,117.3499984741211,98.9000015258789,-0.10741829641628173
2018-10-08,212.3500061035156,115.4499969482422,96.9000091552734,-0.2150185535987468
2018-10-09,184.3500061035156,101.5500030517578,82.8000030517578,-0.9736035888772931
2018-10-10,188.75,103.3000030517578,85.4499969482422,-0.8310330326169428
2018-10-11,182.9499969482422,101.8499984741211,81.0999984741211,-1.0650644026551461
2018-10-12,183.75,100.9000015258789,82.8499984741211,-0.9709138184645151
2018-10-15,184.3500061035156,101.4499969482422,82.9000091552734,-0.9682232271237948
2018-10-16,185.8500061035156,101.3499984741211,84.5000076293945,-0.8821427750994402
2018-10-17,179.9499969482422,100.1500015258789,79.79999542236328,-1.1350050008109183
2018-10-19,174.6999969482422,96.0,78.69999694824219,-1.1941852859236632
2018-10-22,170.75,92.9000015258789,77.8499984741211,-1.2399154875806038
2018-10-23,170.64999389648438,94.8499984741211,75.79999542236328,-1.350206336103789
2018-10-24,170.64999389648438,93.6999969482422,76.94999694824217,-1.2883358701142948
2018-10-25,165.35000610351562,91.3000030517578,74.05000305175783,-1.4443565098304467
2018-10-26,168.5,91.1999969482422,77.3000030517578,-1.2695054249049906
2018-10-29,175.35000610351562,95.9499969482422,79.40000915527342,-1.1565243955050553
2018-10-30,177.25,96.9000015258789,80.3499984741211,-1.1054146530225595
2018-10-31,179.10000610351562,97.6999969482422,81.40000915527342,-1.0489237278586199
2018-11-01,179.4499969482422,97.5999984741211,81.8499984741211,-1.0247141522877328
2018-11-02,190.3000030517578,102.5500030517578,87.75000000000001,-0.707292100637953
2018-11-05,189.8000030517578,102.1500015258789,87.6500015258789,-0.712672051927481
2018-11-06,193.25,104.3000030517578,88.9499969482422,-0.6427318642356808
2018-11-07,194.8500061035156,105.6999969482422,89.1500091552734,-0.6319711407286841
2018-11-09,195.25,105.3000030517578,89.9499969482422,-0.588931530412463
2018-11-12,186.0500030517578,101.0500030517578,85.00000000000001,-0.8552430186518017
2018-11-13,179.5,98.1500015258789,81.3499984741211,-1.0516143191993417
2018-11-14,176.8000030517578,97.1999969482422,79.60000610351561,-1.1457644929260007
2018-11-15,180.1999969482422,98.4499969482422,81.74999999999999,-1.0300941035772608
2018-11-16,179.89999389648438,98.9499969482422,80.94999694824217,-1.073134534821424
