Date,ASHOKLEY_Close,TWL_Close,Spread,zscore
2018-08-06,118.25,93.0,25.25,-3.8357000452845345
2018-08-07,119.5500030517578,90.3000030517578,29.25,-2.968127538957728
2018-08-08,125.6999969482422,91.75,33.9499969482422,-1.9487305059290216
2018-08-09,129.25,90.6999969482422,38.5500030517578,-0.9510207998426137
2018-08-10,127.5500030517578,89.4000015258789,38.15000152587889,-1.037778381427941
2018-08-13,125.5,87.30000305175781,38.19999694824219,-1.0269347179567931
2018-08-14,126.0,86.19999694824219,39.80000305175781,-0.6799043916154838
2018-08-16,126.1999969482422,87.30000305175781,38.89999389648439,-0.8751101912548926
2018-08-17,128.35000610351562,88.5999984741211,39.75000762939453,-0.6907480550866285
2018-08-20,128.30000305175778,91.8499984741211,36.45000457763669,-1.4064960347115432
2018-08-21,128.69999694824222,91.1500015258789,37.54999542236331,-1.16791558118754
2018-08-23,132.30000305175778,90.4000015258789,41.90000152587888,-0.22442915674656344
2018-08-24,129.19999694824222,89.69999694824219,39.50000000000003,-0.7449729914952815
2018-08-27,132.85000610351562,89.5,43.350006103515625,0.09006686965485022
2018-08-28,132.35000610351562,88.75,43.600006103515625,0.1442901513002756
2018-08-29,131.89999389648438,88.94999694824219,42.94999694824219,0.003307633306289037
2018-08-30,130.85000610351562,88.8499984741211,42.00000762939453,-0.2027385202778001
2018-08-31,129.05000305175778,88.5,40.550003051757784,-0.5172345466792138
2018-09-03,133.44999694824222,87.8499984741211,45.59999847412112,0.578074749700451
2018-09-04,127.8499984741211,86.05000305175781,41.79999542236328,-0.2461197932153145
2018-09-05,127.4499969482422,84.9000015258789,42.549995422363295,-0.08344994827903525
2018-09-06,129.69999694824222,85.94999694824219,43.75000000000003,0.17682279647694996
2018-09-07,132.0,87.3499984741211,44.650001525878906,0.3720269413531219
2018-09-10,129.64999389648438,86.19999694824219,43.44999694824219,0.1117541965971398
2018-09-11,127.75,85.44999694824219,42.30000305175781,-0.1376715751612299
2018-09-12,127.8499984741211,87.44999694824219,40.400001525878906,-0.5497688466191096
2018-09-14,131.25,89.05000305175781,42.19999694824219,-0.15936221162998712
2018-09-17,127.4499969482422,87.4000015258789,40.049995422363295,-0.6256827647332891
2018-09-18,126.4000015258789,85.25,41.150001525878906,-0.38709900168283345
2018-09-19,125.8000030517578,84.55000305175781,41.249999999999986,-0.36541001997731315
2018-09-21,122.3000030517578,79.44999694824219,42.85000610351561,-0.018379693636003627
2018-09-24,120.3499984741211,76.0,44.349998474121094,0.30695834147331796
2018-09-25,121.9000015258789,76.6500015258789,45.25,0.5021624863494961
2018-09-26,120.6500015258789,76.94999694824219,43.70000457763672,0.165979133005799
2018-09-27,120.4000015258789,74.94999694824219,45.45000457763672,0.5455421045237767
2018-09-28,119.0999984741211,70.69999694824219,48.400001525878906,1.1853761660345026
2018-10-01,120.1500015258789,69.75,50.400001525878906,1.6191624191979057
2018-10-03,119.1500015258789,72.75,46.400001525878906,0.7515899128710996
2018-10-04,118.0500030517578,71.25,46.8000030517578,0.8383474944564239
2018-10-05,107.75,68.25,39.5,-0.7449729914952877
2018-10-08,109.1500015258789,67.09999847412111,42.0500030517578,-0.19189485680665838
2018-10-09,110.8499984741211,62.45000076293945,48.39999771118164,1.1853753386528858
2018-10-10,114.5500030517578,65.05000305175781,49.499999999999986,1.4239582743217245
2018-10-11,111.8000030517578,66.5,45.3000030517578,0.5130078045838716
2018-10-12,115.8000030517578,68.09999847412111,47.70000457763669,1.033551639332599
2018-10-15,117.0500030517578,69.59999847412111,47.45000457763669,0.9793283576871735
2018-10-16,120.5500030517578,71.0999984741211,49.450004577636705,1.4131146108505797
2018-10-17,114.3000030517578,69.19999694824219,45.10000610351561,0.4696298411728248
2018-10-19,112.5,68.84999847412111,43.65000152587889,0.1551338147714173
2018-10-22,112.8000030517578,68.19999694824219,44.60000610351561,0.3611832778819741
2018-10-23,111.4499969482422,67.90000152587889,43.54999542236331,0.13344317830266936
2018-10-24,116.8000030517578,68.34999847412111,48.45000457763669,1.1962214842688752
2018-10-25,112.8499984741211,66.69999694824219,46.150001525878906,0.6973666312256742
2018-10-26,113.1500015258789,66.34999847412111,46.8000030517578,0.8383474944564239
2018-10-29,115.25,68.19999694824219,47.05000305175781,0.8925707761018523
2018-10-30,115.0,66.84999847412111,48.15000152587889,1.1311528843890741
2018-10-31,114.6999969482422,67.34999847412111,47.349998474121094,0.9576377212184225
2018-11-01,113.3499984741211,69.69999694824219,43.650001525878906,0.15513381477142038
2018-11-02,117.6999969482422,70.80000305175781,46.89999389648439,0.8600348213987197
