Date,TATAMOTORS_Close,TATAMTRDVR_Close,Spread,zscore
2018-01-22,421.8999938964844,239.0500030517578,182.84999084472656,2.472974987974604
2018-01-23,418.0,238.25,179.75,2.164631005959406
2018-01-24,403.6000061035156,231.0,172.60000610351562,1.4534490380588452
2018-01-25,400.2999877929688,227.25,173.0499877929688,1.4982069592623704
2018-01-29,399.25,225.5500030517578,173.6999969482422,1.562860831264695
2018-01-30,395.8500061035156,225.1000061035156,170.75000000000003,1.269436156317339
2018-01-31,399.5,224.5500030517578,174.9499969482422,1.687193449270538
2018-02-01,393.6499938964844,222.0500030517578,171.59999084472656,1.3539814259220173
2018-02-02,383.75,214.1999969482422,169.5500030517578,1.1500771465781576
2018-02-05,395.7999877929688,218.9499969482422,176.84999084472662,1.8761784215465636
2018-02-06,375.45001220703125,208.5500030517578,166.90000915527344,0.8864926034986318
2018-02-07,377.7999877929688,210.6499938964844,167.1499938964844,0.9113576093676499
2018-02-08,374.8500061035156,210.8999938964844,163.95001220703122,0.5930679285512702
2018-02-09,368.75,207.1000061035156,161.6499938964844,0.3642940901419407
2018-02-12,371.7999877929688,208.1999969482422,163.59999084472662,0.5582526706846279
2018-02-14,376.8500061035156,212.3500061035156,164.50000000000003,0.647773066288124
2018-02-15,375.7999877929688,212.8000030517578,162.999984741211,0.49857240694896193
2018-02-16,370.75,208.1999969482422,162.5500030517578,0.45381448574543687
2018-02-19,368.75,204.3000030517578,164.4499969482422,0.6427994580214569
2018-02-20,369.2999877929688,205.3500061035156,163.9499816894532,0.5930648930869747
2018-02-21,364.45001220703125,204.0500030517578,160.40000915527344,0.23996298986824827
2018-02-22,358.5,201.9499969482422,156.5500030517578,-0.1429820806826095
2018-02-23,360.20001220703125,203.75,156.45001220703125,-0.15292777948378491
2018-02-26,372.0499877929688,209.0500030517578,162.999984741211,0.49857240694896193
2018-02-27,372.5499877929688,208.8000030517578,163.749984741211,0.5731719777524678
2018-02-28,369.8999938964844,206.8999938964844,162.99999999999997,0.49857392468110684
2018-03-01,370.75,207.4499969482422,163.3000030517578,0.5284140565489427
2018-03-05,352.04998779296875,199.6999969482422,152.34999084472656,-0.5607408913679647
2018-03-06,346.5,196.1499938964844,150.3500061035156,-0.7596715624451629
2018-03-07,347.79998779296875,194.25,153.54998779296875,-0.44138188162878605
2018-03-08,345.1499938964844,194.8999938964844,150.24999999999997,-0.7696187789784917
2018-03-09,341.5,192.75,148.75,-0.9188179205855005
2018-03-12,352.6000061035156,197.6499938964844,154.95001220703122,-0.3021269210907993
2018-03-13,353.1499938964844,197.1000061035156,156.04998779296878,-0.19271664561709725
2018-03-14,354.04998779296875,197.3500061035156,156.69998168945315,-0.12806429134692027
2018-03-15,353.1000061035156,196.1499938964844,156.95001220703122,-0.10319473228145054
2018-03-16,339.75,189.4499969482422,150.3000030517578,-0.7646451707118245
2018-03-19,335.70001220703125,188.8999938964844,146.80001831054685,-1.1127749833960343
2018-03-20,338.79998779296875,190.0,148.79998779296875,-0.9138458300509894
2018-03-21,333.8500061035156,188.4499969482422,145.40000915527344,-1.2520284262018677
2018-03-22,338.20001220703125,190.5500030517578,147.65000915527344,-1.0282297137913503
2018-03-23,330.8500061035156,186.8999938964844,143.95001220703122,-1.3962539595422176
2018-03-26,332.3500061035156,185.9499969482422,146.40000915527344,-1.1525623317971931
2018-03-27,331.1499938964844,185.8500061035156,145.29998779296878,-1.261977160467347
2018-03-28,326.8500061035156,183.3000030517578,143.5500030517578,-1.4360413079433767
2018-04-02,339.1499938964844,189.4499969482422,149.6999969482422,-0.8243254344474904
2018-04-03,343.1000061035156,193.9499969482422,149.15000915527344,-0.8790305721843387
2018-04-04,355.6000061035156,199.1999969482422,156.40000915527344,-0.1579013877504493
2018-04-05,362.20001220703125,205.8000030517578,156.40000915527344,-0.1579013877504493
2018-04-06,364.1000061035156,206.5500030517578,157.5500030517578,-0.043515986277935105
2018-04-09,358.29998779296875,201.9499969482422,156.34999084472656,-0.1628765137492671
2018-04-10,353.25,198.8500061035156,154.3999938964844,-0.35683509429194865
2018-04-11,355.79998779296875,200.75,155.04998779296875,-0.29218274002177447
2018-04-12,358.3999938964844,202.1499938964844,156.24999999999997,-0.17282221255044533
2018-04-13,357.04998779296875,202.8000030517578,154.24998474121094,-0.37175591909194466
2018-04-16,339.1499938964844,193.6000061035156,145.54998779296878,-1.2371106368661784
2018-04-17,336.45001220703125,192.75,143.70001220703125,-1.4211204831433835
2018-04-18,334.79998779296875,190.3999938964844,144.39999389648435,-1.3514960383386982
2018-04-19,334.25,191.1999969482422,143.0500030517578,-1.4857743551457139
2018-04-20,336.0,190.8000030517578,145.1999969482422,-1.2719228592685252
