Date,HMT_Close,ASHOKLEY_Close,Spread,zscore
2018-11-19,20.5,108.8000030517578,-88.3000030517578,-1.2417722614906186
2018-11-20,20.149999618530273,107.6500015258789,-87.50000190734863,-1.1491597116464343
2018-11-21,21.0,110.3000030517578,-89.3000030517578,-1.357537783191944
2018-11-22,20.149999618530273,109.3000030517578,-89.15000343322752,-1.340172999097787
2018-11-26,20.0,108.9000015258789,-88.9000015258789,-1.3112313978672478
2018-11-27,20.549999237060547,110.3000030517578,-89.75000381469725,-1.409632356279624
2018-11-28,21.399999618530273,108.3499984741211,-86.94999885559082,-1.08548832142237
2018-11-29,20.799999237060547,110.1500015258789,-89.35000228881836,-1.363325970954928
2018-11-30,21.0,112.3499984741211,-91.3499984741211,-1.5948565727471595
2018-12-03,21.0,107.1500015258789,-86.1500015258789,-0.9928762131886031
2018-12-04,20.950000762939453,107.3000030517578,-86.35000228881835,-1.0160294058509503
2018-12-05,19.950000762939453,103.5999984741211,-83.64999771118164,-0.7034619673248707
2018-12-06,19.899999618530273,102.0999984741211,-82.19999885559082,-0.5356020933410746
2018-12-07,20.0,102.9000015258789,-82.9000015258789,-0.6166382676592956
2018-12-10,19.899999618530273,100.4499969482422,-80.54999732971193,-0.3445888058897218
2018-12-11,19.799999237060547,103.1999969482422,-83.39999771118165,-0.6745205868995409
2018-12-12,19.950000762939453,105.1500015258789,-85.20000076293945,-0.8828988792502601
2018-12-13,20.049999237060547,104.4000015258789,-84.35000228881836,-0.7844983624483013
2018-12-14,19.600000381469727,104.0500030517578,-84.45000267028807,-0.7960749587794741
2018-12-17,20.25,106.0,-85.75,-0.9465698278639053
2018-12-18,20.100000381469727,104.8000030517578,-84.70000267028807,-0.8250163392048054
2018-12-19,20.200000762939453,107.6999969482422,-87.49999618530275,-1.1491590492308073
2018-12-20,20.0,106.1500015258789,-86.1500015258789,-0.9928762131886031
2018-12-21,20.0,105.3499984741211,-85.3499984741211,-0.9002634425392075
2018-12-24,20.25,104.5999984741211,-84.3499984741211,-0.7844979208378822
2018-12-26,19.950000762939453,103.9000015258789,-83.95000076293945,-0.7381919771236035
2018-12-27,20.049999237060547,103.0,-82.95000076293945,-0.6224264554222781
2018-12-28,20.299999237060547,102.75,-82.45000076293945,-0.5645436945716155
2018-12-31,20.950000762939453,102.5,-81.54999923706055,-0.460354548396255
2019-01-01,20.450000762939453,102.5,-82.04999923706055,-0.5182373092469177
2019-01-02,20.950000762939453,99.9499969482422,-78.99999618530275,-0.16515211476954175
2019-01-03,20.100000381469727,98.1500015258789,-78.05000114440918,-0.055175443246825856
2019-01-04,20.700000762939453,96.8000030517578,-76.10000228881835,0.17056719158763448
2019-01-07,20.0,93.4499969482422,-73.4499969482422,0.4773464423507301
2019-01-08,19.649999618530273,93.0500030517578,-73.40000343322752,0.4831339676980872
2019-01-09,19.899999618530273,94.4499969482422,-74.54999732971193,0.3500043243182303
2019-01-10,19.450000762939453,95.0,-75.54999923706055,0.23423858181169704
2019-01-11,19.5,94.3000030517578,-74.8000030517578,0.3210622814772736
2019-01-14,19.450000762939453,93.5,-74.04999923706055,0.40788686436368504
2019-01-15,19.25,93.5999984741211,-74.3499984741211,0.3731572961753713
2019-01-16,20.0,93.9499969482422,-73.9499969482422,0.4194636815000674
2019-01-17,19.25,93.25,-74.0,0.4136750521266675
2019-01-18,18.5,92.3000030517578,-73.8000030517578,0.436827803178599
2019-01-21,18.25,90.5999984741211,-72.3499984741211,0.6046883395780219
2019-01-22,17.700000762939453,87.94999694824219,-70.24999618530273,0.8477962001170567
2019-01-23,17.5,89.1500015258789,-71.6500015258789,0.6857238514806144
2019-01-24,17.75,84.80000305175781,-67.05000305175781,1.2182450746625433
2019-01-25,16.950000762939453,82.5999984741211,-65.64999771118164,1.3803174232989857
2019-01-28,16.350000381469727,83.0,-66.64999961853027,1.2645516807924506
2019-01-29,16.649999618530273,82.30000305175781,-65.65000343322754,1.3803167608833569
2019-01-30,17.200000762939453,80.94999694824219,-63.749996185302734,1.6002720911756714
2019-01-31,17.5,81.30000305175781,-63.80000305175781,1.5944830201918507
2019-02-01,17.899999618530273,83.55000305175781,-65.65000343322754,1.3803167608833569
2019-02-04,17.700000762939453,82.30000305175781,-64.60000228881836,1.5018706911528743
2019-02-05,17.100000381469727,82.1500015258789,-65.05000114440918,1.4497763388704037
2019-02-06,17.0,82.55000305175781,-65.55000305175781,1.3918933572145313
2019-02-07,17.700000762939453,87.75,-70.04999923706055,0.8709489511689864
2019-02-08,18.0,87.05000305175781,-69.05000305175781,0.9867140312598927
2019-02-11,17.549999237060547,83.0999984741211,-65.54999923706055,1.3918937988249505
2019-02-12,16.850000381469727,81.19999694824219,-64.34999656677246,1.5308127339938342
2019-02-14,16.149999618530273,84.44999694824219,-68.29999732971191,1.0735388349515154
2019-02-15,16.899999618530273,79.94999694824219,-63.049997329711914,1.6813078238834733
