Date,HMT_Close,ASHOKLEY_Close,Spread,zscore
2018-04-23,30.399999618530273,159.4499969482422,-129.0499973297119,-0.9758075632211282
2018-04-24,30.85000038146973,159.0500030517578,-128.2000026702881,-0.9092867509549597
2018-04-25,29.35000038146973,164.1999969482422,-134.84999656677246,-1.4297170744337693
2018-04-26,29.25,162.64999389648438,-133.39999389648438,-1.3162394727261781
2018-04-27,29.60000038146973,162.0,-132.39999961853027,-1.2379796496866797
2018-04-30,28.899999618530273,164.4499969482422,-135.5499973297119,-1.4844993237354698
2018-05-02,29.0,161.4499969482422,-132.4499969482422,-1.241892454251629
2018-05-03,29.79999923706055,163.75,-133.95000076293945,-1.3592831590634105
2018-05-04,28.35000038146973,163.9499969482422,-135.59999656677246,-1.4884122775700395
2018-05-07,28.649999618530273,165.35000610351562,-136.70000648498535,-1.574499351705263
2018-05-08,28.149999618530273,165.5500030517578,-137.40000343322754,-1.6292813024677222
2018-05-09,29.0,162.10000610351562,-133.10000610351562,-1.292762346797242
2018-05-10,28.5,160.64999389648438,-132.14999389648438,-1.218414134165728
2018-05-11,28.649999618530273,161.85000610351562,-133.20000648498535,-1.300588403736002
2018-05-14,27.25,155.14999389648438,-127.89999389648438,-0.8858079830601968
2018-05-15,27.04999923706055,151.0,-123.95000076293945,-0.5766804505798081
2018-05-16,27.20000076293945,152.6999969482422,-125.49999618530273,-0.697983512147677
2018-05-17,28.149999618530273,154.3000030517578,-126.15000343322754,-0.7488532554236694
2018-05-18,27.0,148.39999389648438,-121.39999389648438,-0.37711622254585525
2018-05-21,27.899999618530273,134.30000305175778,-106.40000343322751,0.7967870938314476
2018-05-22,27.29999923706055,140.89999389648438,-113.59999465942383,0.2333138303635064
2018-05-23,26.5,145.35000610351562,-118.85000610351562,-0.1775534872081085
2018-05-24,26.04999923706055,144.5,-118.45000076293945,-0.14624896091382672
2018-05-25,26.0,145.10000610351562,-119.10000610351562,-0.19711855492019856
2018-05-28,27.0,146.60000610351562,-119.60000610351562,-0.2362486903443787
2018-05-29,26.75,149.5500030517578,-122.80000305175781,-0.4866813182277385
2018-05-30,26.649999618530273,149.39999389648438,-122.7499942779541,-0.4827676180450657
2018-05-31,26.04999923706055,148.0500030517578,-122.00000381469727,-0.42407316125689853
2018-06-01,26.79999923706055,150.85000610351562,-124.05000686645508,-0.58450695532743
2018-06-04,25.75,146.89999389648438,-121.14999389648438,-0.3575511548337652
2018-06-05,24.60000038146973,146.1999969482422,-121.59999656677246,-0.39276848569299616
2018-06-06,25.0,149.0500030517578,-124.05000305175781,-0.5845066567881888
2018-06-07,26.0,147.8000030517578,-121.80000305175781,-0.40842104737937823
2018-06-08,27.10000038146973,145.0,-117.89999961853027,-0.10320572238545622
2018-06-11,28.35000038146973,142.1999969482422,-113.84999656677246,0.21374861338179574
2018-06-12,27.60000038146973,144.14999389648438,-116.54999351501465,0.0024461209226160495
2018-06-13,27.10000038146973,142.64999389648438,-115.54999351501465,0.0807063917709763
2018-06-14,27.29999923706055,144.9499969482422,-117.64999771118164,-0.08364050540374555
2018-06-15,27.29999923706055,142.25,-114.95000076293945,0.12766198705543413
2018-06-18,26.899999618530273,138.89999389648438,-111.9999942779541,0.3585302935748069
2018-06-19,27.10000038146973,136.5,-109.39999961853027,0.5620065798256059
2018-06-20,26.79999923706055,137.0,-110.20000076293945,0.49939827358514527
2018-06-21,26.0,135.10000610351562,-109.10000610351562,0.5854841535634039
2018-06-22,26.75,136.39999389648438,-109.64999389648438,0.5424419599223776
2018-06-25,25.54999923706055,132.0,-106.45000076293945,0.7928742892664962
2018-06-26,25.5,132.60000610351562,-107.10000610351562,0.7420046952601244
2018-06-27,24.54999923706055,129.35000610351562,-104.80000686645508,0.9220032585035046
2018-06-28,24.25,124.0999984741211,-99.8499984741211,1.3093922559892186
2018-06-29,24.29999923706055,125.8000030517578,-101.50000381469725,1.1802623911344876
2018-07-02,24.25,127.3000030517578,-103.0500030517578,1.0589590310273773
2018-07-03,24.29999923706055,129.5,-105.20000076293945,0.8906996278269466
2018-07-04,24.0,127.8499984741211,-103.8499984741211,0.9963511725957775
2018-07-05,23.149999618530273,125.0,-101.85000038146973,1.1528715650228774
2018-07-06,24.29999923706055,132.30000305175778,-108.00000381469724,0.6715706306201471
2018-07-09,24.70000076293945,130.89999389648438,-106.19999313354492,0.8124399540570687
2018-07-10,24.85000038146973,133.94999694824222,-109.09999656677249,0.5854848999115047
2018-07-11,24.29999923706055,133.14999389648438,-108.84999465942383,0.6050501168932175
2018-07-12,24.25,133.94999694824222,-109.69999694824222,0.5385287075485644
2018-07-13,24.20000076293945,132.5,-108.29999923706055,0.6480929076127262
2018-07-16,23.35000038146973,125.6999969482422,-102.34999656677248,1.1137417281379374
2018-07-17,23.20000076293945,128.55000305175778,-105.35000228881833,0.8789604677839982
2018-07-18,23.5,110.5500030517578,-87.0500030517578,2.311123364601141
2018-07-19,23.399999618530273,105.6999969482422,-82.29999732971193,2.6828600989397122
2018-07-20,23.0,107.4499969482422,-84.4499969482422,2.5146005464696617
