Date,HMT_Close,TWL_Close,Spread,zscore
2018-02-06,33.0,130.39999389648438,-97.39999389648438,-1.3659580504208857
2018-02-07,34.0,132.55000305175778,-98.55000305175778,-1.5638623515017955
2018-02-08,34.700000762939446,135.25,-100.54999923706055,-1.9080403481741155
2018-02-09,35.20000076293945,136.5,-101.29999923706055,-2.03710734310199
2018-02-12,36.0,138.80000305175778,-102.80000305175778,-2.295241989426418
2018-02-14,36.25,141.60000610351562,-105.35000610351562,-2.734070297356143
2018-02-15,34.950000762939446,133.14999389648438,-98.19999313354492,-1.5036293803835483
2018-02-16,34.400001525878906,130.5,-96.0999984741211,-1.1422427136416566
2018-02-19,33.75,126.9000015258789,-93.1500015258789,-0.6345797254336303
2018-02-20,33.0,130.64999389648438,-97.64999389648438,-1.4089803820635105
2018-02-21,34.59999847412109,129.25,-94.6500015258789,-0.8927137152893794
2018-02-22,34.799999237060554,126.3000030517578,-91.50000381469724,-0.3506327304735115
2018-02-23,34.09999847412109,128.10000610351562,-94.00000762939453,-0.7808567033684484
2018-02-26,34.900001525878906,131.25,-96.3499984741211,-1.1852650452842814
2018-02-27,33.450000762939446,129.35000610351562,-95.90000534057617,-1.107826029971187
2018-02-28,33.0,126.9499969482422,-93.9499969482422,-0.772250398927612
2018-03-01,34.549999237060554,126.3499984741211,-91.79999923706055,-0.402258740682246
2018-03-05,32.900001525878906,123.6999969482422,-90.7999954223633,-0.23016875764306555
2018-03-06,32.049999237060554,120.0500030517578,-88.00000381469724,0.25167991252323635
2018-03-07,31.0,118.5999984741211,-87.5999984741211,0.3205165622075881
2018-03-08,31.0,118.3499984741211,-87.3499984741211,0.363538893850213
2018-03-09,30.29999923706055,116.9499969482422,-86.64999771118165,0.4840015537432968
2018-03-12,29.95000076293945,117.1999969482422,-87.24999618530275,0.38074822038847056
2018-03-13,29.54999923706055,125.3499984741211,-95.79999923706055,-1.0906160469642434
2018-03-14,31.0,124.0,-93.0,-0.608766063860582
2018-03-15,31.04999923706055,120.9499969482422,-89.89999771118165,-0.0752887576108262
2018-03-16,31.29999923706055,120.9499969482422,-89.64999771118165,-0.03226642596820136
2018-03-19,29.85000038146973,114.75,-84.89999961853027,0.7851575470073314
2018-03-20,30.85000038146973,114.0,-83.14999961853027,1.0863138685057052
2018-03-21,30.10000038146973,113.9499969482422,-83.84999656677248,0.9658518650813002
2018-03-22,29.29999923706055,110.5999984741211,-81.29999923706055,1.4046791883079974
2018-03-23,28.60000038146973,108.0,-79.39999961853027,1.731648843145078
2018-03-26,28.649999618530273,111.0,-82.35000038146973,1.223985198468368
2018-03-27,28.35000038146973,111.3499984741211,-82.99999809265137,1.1121275300787536
2018-03-28,28.0,109.6999969482422,-81.6999969482422,1.3358438515610054
2018-04-02,28.399999618530273,114.1999969482422,-85.79999732971193,0.6302775469750896
2018-04-03,29.79999923706055,118.3499984741211,-88.54999923706055,0.157031570671877
2018-04-04,29.5,114.8499984741211,-85.3499984741211,0.7077175469912117
2018-04-05,29.45000076293945,116.9000015258789,-87.45000076293945,0.3463295673119529
2018-04-06,29.5,119.5999984741211,-90.0999984741211,-0.10970675421866034
2018-04-09,30.0,118.4000015258789,-88.4000015258789,0.1828445757762418
2018-04-10,29.5,117.3000030517578,-87.8000030517578,0.28609790913107047
2018-04-11,28.60000038146973,116.3499984741211,-87.74999809265137,0.29470322886888156
2018-04-12,29.60000038146973,115.25,-85.64999961853027,0.6560905520794569
2018-04-13,29.25,116.3000030517578,-87.0500030517578,0.415164904058945
2018-04-16,28.899999618530273,114.0,-85.10000038146973,0.7507395503994948
2018-04-17,29.5,114.0,-84.5,0.8539932119886628
2018-04-18,30.79999923706055,112.9499969482422,-82.14999771118165,1.258403523310544
2018-04-19,32.09999847412109,114.9499969482422,-82.84999847412112,1.1379408634174553
2018-04-20,31.79999923706055,116.0500030517578,-84.25000381469725,0.8970148871626066
2018-04-23,30.399999618530273,120.9000015258789,-90.50000190734863,-0.17854307566867525
2018-04-24,30.85000038146973,119.0,-88.14999961853027,0.2258672356532084
2018-04-25,29.35000038146973,117.75,-88.39999961853027,0.18284490401058356
2018-04-26,29.25,117.6999969482422,-88.4499969482422,0.1742408972101346
2018-04-27,29.60000038146973,115.9499969482422,-86.34999656677248,0.5356285486550516
2018-04-30,28.899999618530273,116.75,-87.85000038146973,0.2774939023306215
2018-05-02,29.0,115.1999969482422,-86.1999969482422,0.5614418819937582
2018-05-03,29.79999923706055,113.8000030517578,-84.00000381469725,0.9400372188052314
2018-05-04,28.35000038146973,112.1500015258789,-83.80000114440918,0.9744555436474073
2018-05-07,28.649999618530273,115.0999984741211,-86.44999885559082,0.518419222116794
