Date,HMT_Close,TATAMOTORS_Close,Spread,zscore
2018-04-09,30.0,358.29998779296875,-328.29998779296875,-1.8363106427512632
2018-04-10,29.5,353.25,-323.75,-1.6492169973395632
2018-04-11,28.60000038146973,355.79998779296875,-327.199987411499,-1.7910790749564076
2018-04-12,29.60000038146973,358.3999938964844,-328.79999351501465,-1.8568706744526315
2018-04-13,29.25,357.04998779296875,-327.79998779296875,-1.8157508463380923
2018-04-16,28.899999618530273,339.1499938964844,-310.2499942779541,-1.0941022588957534
2018-04-17,29.5,336.45001220703125,-306.95001220703125,-0.9584083398051781
2018-04-18,30.79999923706055,334.79998779296875,-303.9999885559082,-0.8371045684429207
2018-04-19,32.09999847412109,334.25,-302.1500015258789,-0.7610338550341029
2018-04-20,31.79999923706055,336.0,-304.20000076293945,-0.8453289889563437
2018-04-23,30.399999618530273,334.04998779296875,-303.6499881744385,-0.8227126952678213
2018-04-24,30.85000038146973,331.54998779296875,-300.699987411499,-0.7014098650583538
2018-04-25,29.35000038146973,328.6000061035156,-299.2500057220459,-0.6417872083823903
2018-04-26,29.25,330.25,-301.0,-0.7137462605402908
2018-04-27,29.60000038146973,336.8999938964844,-307.29999351501465,-0.972799428686286
2018-04-30,28.899999618530273,340.3999938964844,-311.4999942779541,-1.1455017499286806
2018-05-02,29.0,336.04998779296875,-307.04998779296875,-0.9625192951915031
2018-05-03,29.79999923706055,333.5,-303.70000076293945,-0.8247691925431728
2018-05-04,28.35000038146973,334.3999938964844,-306.04999351501465,-0.9213999376533589
2018-05-07,28.649999618530273,335.1499938964844,-306.4999942779541,-0.9399037857969723
2018-05-08,28.149999618530273,332.1499938964844,-303.9999942779541,-0.8371048037311182
2018-05-09,29.0,341.95001220703125,-312.95001220703125,-1.2051258967632281
2018-05-10,28.5,333.6000061035156,-305.1000061035156,-0.8823368421023688
2018-05-11,28.649999618530273,330.79998779296875,-302.1499881744385,-0.7610333060283089
2018-05-14,27.25,323.6000061035156,-296.3500061035156,-0.5225404048718794
2018-05-15,27.04999923706055,310.1000061035156,-283.0500068664551,0.024350148346704938
2018-05-16,27.20000076293945,310.25,-283.04999923706055,0.024350462064301574
2018-05-17,28.149999618530273,314.8999938964844,-286.7499942779541,-0.1277918274767247
2018-05-18,27.0,304.6000061035156,-277.6000061035156,0.2484519606220266
2018-05-21,27.899999618530273,295.8999938964844,-267.9999942779541,0.6432005380171812
2018-05-22,27.29999923706055,307.70001220703125,-280.4000129699707,0.133316818362433
2018-05-23,26.5,309.45001220703125,-282.95001220703125,0.028461888027021456
2018-05-24,26.04999923706055,288.6499938964844,-262.5999946594238,0.8652463235935464
2018-05-25,26.0,294.1499938964844,-268.1499938964844,0.6370326147791098
2018-05-28,27.0,296.29998779296875,-269.29998779296875,0.5897453340028942
2018-05-29,26.75,294.6499938964844,-267.8999938964844,0.6473125129856953
2018-05-30,26.649999618530273,288.8999938964844,-262.2499942779541,0.8796381967686457
2018-05-31,26.04999923706055,282.5,-256.45000076293945,1.11813156850147
2018-06-01,26.79999923706055,287.20001220703125,-260.4000129699707,0.955708674889266
2018-06-04,25.75,286.6499938964844,-260.8999938964844,0.9351496627700868
2018-06-05,24.60000038146973,284.95001220703125,-260.3500118255615,0.9577647015882226
2018-06-06,25.0,295.6499938964844,-270.6499938964844,0.5342336327132556
2018-06-07,26.0,305.3999938964844,-279.3999938964844,0.17443719548276623
2018-06-08,27.10000038146973,309.95001220703125,-282.8500118255615,0.032573862995535455
2018-06-11,28.35000038146973,309.75,-281.3999996185303,0.09219777454188546
2018-06-12,27.60000038146973,307.79998779296875,-280.199987411499,0.14154178788165006
2018-06-13,27.10000038146973,308.3999938964844,-281.29999351501465,0.09630998479859694
2018-06-14,27.29999923706055,305.8999938964844,-278.5999946594238,0.20733283837207991
2018-06-15,27.29999923706055,302.95001220703125,-275.6500129699707,0.32863488428755583
2018-06-18,26.899999618530273,308.79998779296875,-281.8999881744385,0.07163844870510959
2018-06-19,27.10000038146973,305.04998779296875,-277.949987411499,0.23406087174091877
2018-06-20,26.79999923706055,305.6000061035156,-278.8000068664551,0.19910841785865696
2018-06-21,26.0,307.0,-281.0,0.10864559598654229
2018-06-22,26.75,308.0,-281.25,0.09836569777995688
2018-06-25,25.54999923706055,289.3999938964844,-263.8499946594238,0.8138468325606193
2018-06-26,25.5,276.85000610351557,-251.35000610351557,1.3278412723134974
2018-06-27,24.54999923706055,271.04998779296875,-246.4999885559082,1.5272720190717242
2018-06-28,24.25,263.35000610351557,-239.10000610351557,1.8315562844361826
2018-06-29,24.29999923706055,269.29998779296875,-244.9999885559082,1.5889514083112366
2018-07-02,24.25,266.70001220703125,-242.45001220703125,1.6938053974938583
2018-07-03,24.29999923706055,269.45001220703125,-245.1500129699707,1.5827824654909761
2018-07-04,24.0,267.04998779296875,-243.04998779296875,1.6691346456943625
2018-07-05,23.149999618530273,261.54998779296875,-238.39998817443848,1.8603407366509714
2018-07-06,24.29999923706055,270.85000610351557,-246.55000686645502,1.5252152865081776
