Date,TATAMOTORS_Close,TWL_Close,Spread,zscore
2018-01-22,421.8999938964844,169.60000610351562,252.29998779296875,1.8331271243005876
2018-01-23,418.0,164.75,253.25,1.9295242394682715
2018-01-24,403.6000061035156,168.14999389648438,235.45001220703125,0.12337115999975387
2018-01-25,400.2999877929688,164.60000610351562,235.69998168945318,0.14873539932961824
2018-01-29,399.25,163.5500030517578,235.6999969482422,0.14873694762892453
2018-01-30,395.8500061035156,155.1999969482422,240.65000915527344,0.6510114376523313
2018-01-31,399.5,156.1999969482422,243.3000030517578,0.919904579174523
2018-02-01,393.6499938964844,149.75,243.89999389648438,0.9807852564232942
2018-02-02,383.75,136.80000305175778,246.94999694824222,1.2902670644106482
2018-02-05,395.7999877929688,135.69999694824222,260.09999084472656,2.6245883149291096
2018-02-06,375.45001220703125,130.39999389648438,245.05001831054688,1.0974774789732138
2018-02-07,377.7999877929688,132.55000305175778,245.24998474121102,1.1177679414575221
2018-02-08,374.8500061035156,135.25,239.60000610351562,0.5444683170928416
2018-02-09,368.75,136.5,232.25,-0.20133197852427412
2018-02-12,371.7999877929688,138.80000305175778,232.99998474121102,-0.12523151903812946
2018-02-14,376.8500061035156,141.60000610351562,235.25,0.1030760526175181
2018-02-15,375.7999877929688,133.14999389648438,242.64999389648443,0.8539485767808865
2018-02-16,370.75,130.5,240.25,0.6104227711871718
2018-02-19,368.75,126.9000015258789,241.8499984741211,0.7727735662995298
2018-02-20,369.2999877929688,130.64999389648438,238.64999389648443,0.4480712019251636
2018-02-21,364.45001220703125,129.25,235.20001220703125,0.09800382407127119
2018-02-22,358.5,126.3000030517578,232.1999969482422,-0.20640575536983308
2018-02-23,360.20001220703125,128.10000610351562,232.10000610351562,-0.21655176076163893
2018-02-26,372.0499877929688,131.25,240.7999877929688,0.6662296715903898
2018-02-27,372.5499877929688,129.35000610351562,243.19998168945318,0.9097554771840988
2018-02-28,369.8999938964844,126.9499969482422,242.9499969482422,0.8843896895549224
2018-03-01,370.75,126.3499984741211,244.4000015258789,1.0315207024299156
2018-03-05,352.04998779296875,123.6999969482422,228.34999084472656,-0.5970633479881913
2018-03-06,346.5,120.0500030517578,226.4499969482422,-0.7898544817249348
2018-03-07,347.79998779296875,118.5999984741211,229.19998931884766,-0.5108145606612813
2018-03-08,345.1499938964844,118.3499984741211,226.79999542236328,-0.7543403662549902
2018-03-09,341.5,116.9499969482422,224.5500030517578,-0.9826456154616784
2018-03-12,352.6000061035156,117.1999969482422,235.40000915527344,0.11829738315419493
2018-03-13,353.1499938964844,125.3499984741211,227.79999542236328,-0.6528710225410596
2018-03-14,354.04998779296875,124.0,230.04998779296875,-0.4245657733343714
2018-03-15,353.1000061035156,120.9499969482422,232.15000915527344,-0.21147798391607997
2018-03-16,339.75,120.9499969482422,218.8000030517578,-1.56609434181678
2018-03-19,335.70001220703125,114.75,220.95001220703125,-1.3479343238522419
2018-03-20,338.79998779296875,114.0,224.79998779296875,-0.9572798278325078
2018-03-21,333.8500061035156,113.9499969482422,219.90000915527344,-1.4544774444117314
2018-03-22,338.20001220703125,110.5999984741211,227.60001373291016,-0.6731630333246712
2018-03-23,330.8500061035156,108.0,222.85000610351562,-1.1551431901154983
2018-03-26,332.3500061035156,111.0,221.35000610351562,-1.3073472056863944
2018-03-27,331.1499938964844,111.3499984741211,219.79999542236328,-1.4646257722525053
2018-03-28,326.8500061035156,109.6999969482422,217.15000915527344,-1.733518139625041
2018-04-02,339.1499938964844,114.1999969482422,224.9499969482422,-0.9420584972958309
2018-04-03,343.1000061035156,118.3499984741211,224.75000762939453,-0.9623512822290986
2018-04-04,355.6000061035156,114.8499984741211,240.75000762939453,0.6611582171937932
2018-04-05,362.20001220703125,116.9000015258789,245.30001068115234,1.1228440407520404
2018-04-06,364.1000061035156,119.5999984741211,244.50000762939453,1.0416682561210335
2018-04-09,358.29998779296875,118.4000015258789,239.89998626708984,0.5749071074179152
2018-04-10,353.25,117.3000030517578,235.9499969482422,0.1741042835574072
2018-04-11,355.79998779296875,116.3499984741211,239.44998931884766,0.5292462124065088
2018-04-12,358.3999938964844,115.25,243.14999389648438,0.9046832486378461
2018-04-13,357.04998779296875,116.3000030517578,240.74998474121094,0.6611558947448252
2018-04-16,339.1499938964844,114.0,225.14999389648438,-0.9217649382129072
2018-04-17,336.45001220703125,114.0,222.45001220703125,-1.1957303082813457
2018-04-18,334.79998779296875,112.9499969482422,221.84999084472656,-1.256614082128741
2018-04-19,334.25,114.9499969482422,219.3000030517578,-1.5153596699598149
2018-04-20,336.0,116.0500030517578,219.9499969482422,-1.4494052158654847
