Date,Actual_Close,Linear_regression_Close,ARIMA_Close,LSTM_Close
2019-05-17,83.19999694824219,145.65588379855038,128.02579626508953,
2019-05-20,88.8499984741211,145.38439136257514,127.61162126509936,
2019-05-21,83.1500015258789,145.1128989265417,129.149893972988,
2019-05-22,85.4000015258789,144.84140649056644,123.57620488886153,
2019-05-23,84.8499984741211,143.19702351896558,120.87359139530514,
2019-05-24,86.8499984741211,142.92553108296124,123.1308026988253,
2019-05-27,87.19999694824219,142.6540386469569,125.46858517784456,
2019-05-28,87.8499984741211,142.11105377497734,127.68545848681126,
2019-05-29,85.3499984741211,140.46667080337647,125.89984672995071,
2019-05-30,84.75,140.19517836737214,125.28623686955773,
2019-05-31,83.94999694824219,139.9236859313678,127.221977526069,141.4523
2019-06-03,84.94999694824219,139.38070105938823,125.42225612774529,141.00316
2019-06-04,85.69999694824219,137.73631808778737,126.093696003703,140.23953
2019-06-06,82.0999984741211,137.46482565178306,128.02256079365054,139.03557
2019-06-07,81.6500015258789,137.1933332157787,129.13656361958442,137.32983
2019-06-10,81.3499984741211,136.92184077977436,127.66836283879722,135.4381
2019-06-11,84.9000015258789,136.65034834379912,125.78152803721493,133.52113
2019-06-12,83.19999694824219,138.19132852557232,128.15171320076692,131.36664
2019-06-13,83.05000305175781,133.44707100544474,130.89611068765362,129.13457
2019-06-14,80.5999984741211,133.1755785694695,132.72576266636366,127.21306
2019-06-17,78.25,132.90408613346514,131.2020069429864,125.60117
2019-06-18,76.75,131.2597031618643,129.72204797704086,124.11327
2019-06-19,75.0999984741211,130.98821072588908,131.9458518873019,122.92394
2019-06-20,76.94999694824219,130.71671828985563,129.62855484153818,121.563644
2019-06-21,76.6500015258789,130.4452258538804,130.6489757595917,119.96315
2019-06-24,77.69999694824219,130.17373341787606,131.16027482304432,118.37733
2019-06-25,77.94999694824219,128.5293504462752,132.1642177415306,116.87934
2019-06-26,78.55000305175781,128.25785801029994,131.13139501769078,115.41075
2019-06-27,81.75,127.98636557426651,128.57172847054974,113.6505
2019-06-28,79.6500015258789,127.44338070228693,131.34390655709996,111.95539
2019-07-01,81.75,125.7989977306861,132.85013683203314,110.237816
2019-07-02,79.75,125.52750529471086,134.02254812135587,108.660645
2019-07-03,80.19999694824219,125.25601285867742,132.57803662510236,107.22006
2019-07-04,80.69999694824219,124.9845204227022,131.26252496711376,106.603325
2019-07-05,77.94999694824219,124.71302798669784,134.1395303440256,105.77281
2019-07-08,74.9000015258789,123.068645015097,130.86315813325643,104.966545
2019-07-09,74.80000305175781,122.79715257909264,131.48437678594365,104.31275
2019-07-10,73.0999984741211,123.10156864084999,132.12733369033904,103.76972
2019-07-11,76.0,126.25869807347773,133.34881853680017,103.39524
2019-07-12,77.1500015258789,126.29131406126542,130.62533141327805,103.22903
2019-07-15,77.8499984741211,124.64693108966458,128.22949842063585,103.53146
2019-07-16,80.9000015258789,124.37543865368934,130.69845928613142,104.16574
2019-07-17,80.25,124.10394621768499,132.8805467558577,104.83187
2019-07-18,76.9000015258789,123.56096134567629,134.61796636149958,105.70807
2019-07-19,73.69999694824219,121.91657837407548,133.03174178298815,106.79146
2019-07-22,74.75,121.64508593810024,131.90429485240537,107.76526
2019-07-23,75.19999694824219,121.37359350209593,134.2528633145258,108.24196
2019-07-24,72.25,121.10210106609156,131.78473974270835,108.45695
2019-07-25,69.80000305175781,120.83060863008724,132.5493463606831,108.489876
2019-07-26,70.9000015258789,119.18622565848636,133.59046980030442,108.446236
2019-07-29,66.59999847412111,118.91473322251112,134.70641677114875,108.11984
2019-07-30,64.59999847412111,118.64324078650681,132.94676915747252,107.84206
2019-07-31,65.15000152587889,118.37174835050246,130.67322025148994,107.46957
2019-08-01,62.75,116.45587294289726,133.2042642051264,107.0304
2019-08-02,62.25,116.18438050692205,135.36498735465062,106.64493
2019-08-05,58.75,115.91288807088856,136.955318066808,106.51577
2019-08-06,58.20000076293945,115.64139563491337,135.43526241121418,106.46689
2019-08-07,55.6500015258789,115.94581169667072,134.1277947601476,106.39142
2019-08-08,58.75,112.7096107325342,136.60076340961652,106.118576
2019-08-09,58.20000076293945,,,
2019-08-13,57.70000076293945,,,
2019-08-14,57.349998474121094,,,
